serial,p1,p2,p3,p4,p5,r1,r2,r3,r4,r5
203,44.72,-14.56,48.48,68.56,66.82,104.42,144.78,179.07,166.18,-11.06
204,45.54,-14.64,48.24,66.42,67.88,102.75,144.25,178.92,168.87,-14.29
205,45.51,-15.67,44.02,62.51,69.01,101.43,143.56,179.55,168.34,-19.22
206,45.13,-14.88,49.41,66.83,69.17,101.94,143.41,178.02,166.85,-14.13
207,50.58,-9.31,53.54,68.98,68.91,94.91,139.82,171.70,149.92,0.83
208,41.78,-18.85,44.40,59.60,71.28,98.18,140.13,177.00,164.96,-20.96
209,43.89,-15.14,41.03,55.15,77.49,89.87,134.36,167.57,153.01,-7.44
210,44.62,-14.89,42.20,58.05,72.80,93.42,137.78,172.25,159.19,-12.53
211,44.75,-13.78,40.76,54.51,77.70,88.14,133.62,166.26,151.04,-2.29
212,41.96,-16.49,37.87,52.68,77.44,89.90,134.33,168.42,155.44,-11.42
213,42.62,-16.27,37.73,52.22,77.77,89.68,134.50,169.02,156.77,-16.29
214,41.91,-16.55,37.14,52.30,76.53,89.98,134.69,168.61,156.19,-12.61
215,39.13,-19.07,33.06,48.04,79.63,90.99,135.09,170.11,160.61,-25.12
216,42.61,-15.95,34.61,51.69,75.30,89.92,135.83,169.67,159.68,-14.65
217,35.57,-22.48,26.50,40.99,79.47,87.82,131.86,169.44,162.65,-49.68
218,40.10,-17.09,30.98,46.26,80.45,86.57,132.59,166.54,157.60,-16.67
219,42.49,-14.12,31.23,45.38,82.24,83.23,131.95,164.22,155.05,-7.26
220,43.40,-13.08,34.46,47.99,80.17,84.39,132.96,163.71,154.19,-3.61
221,44.01,-11.69,34.98,47.67,80.94,82.16,132.34,163.01,153.54,-4.58
222,43.46,-12.98,33.68,46.76,82.30,81.89,132.06,163.72,154.33,-9.14
223,41.61,-15.23,33.43,47.03,79.66,86.29,134.52,167.38,159.60,-24.21
224,41.92,-15.06,32.74,46.73,79.98,85.29,133.66,166.36,158.22,-22.54
225,39.08,-18.49,29.11,43.50,79.23,87.56,134.85,169.46,163.51,-41.47
226,36.79,-20.73,26.79,40.47,78.33,86.89,133.96,170.23,165.47,-57.20
227,40.18,-16.74,30.21,44.59,80.81,85.14,133.07,166.46,158.44,-24.30
228,41.15,-16.28,32.65,47.06,79.62,87.45,135.13,168.04,159.97,-19.29
229,43.30,-13.34,34.15,48.51,79.00,84.79,134.03,165.23,156.06,-7.47
230,34.37,-22.78,36.66,52.88,73.75,97.41,136.46,170.31,160.65,-40.53
231,40.96,-14.30,34.71,47.34,84.35,80.16,129.30,159.02,150.16,-3.79
232,41.16,-15.16,33.00,44.31,86.54,80.78,129.71,160.34,154.52,-65.79
233,64.45,7.67,61.52,68.72,58.06,85.93,138.32,144.18,105.30,22.47
234,22.72,-32.35,33.21,47.44,81.79,98.47,121.60,165.23,156.39,-83.59
235,33.21,-26.40,36.67,49.61,67.64,105.34,140.65,178.96,175.67,-46.47
236,32.74,-26.66,34.10,48.06,66.26,104.39,141.37,179.74,178.34,-49.62
237,34.03,-22.33,25.89,40.92,77.50,92.07,131.31,166.12,160.46,-41.62
238,37.43,-24.60,36.77,49.14,79.60,79.10,126.06,162.50,157.14,-12.40
239,38.15,-21.87,33.95,47.52,80.13,77.46,127.18,162.12,157.10,-7.29
240,40.96,-19.96,32.90,47.88,78.42,77.84,129.24,163.07,158.90,-8.90
241,38.61,-20.88,26.52,41.61,82.55,74.31,124.97,159.75,156.00,4.22
242,42.64,-16.88,36.87,50.73,77.66,74.00,126.42,157.35,149.21,11.04
243,39.66,-19.49,29.01,43.72,80.91,73.54,124.28,158.78,153.52,10.44
244,41.64,-17.61,29.80,44.32,80.32,72.03,124.44,158.02,152.68,14.36
245,42.01,-16.25,28.18,42.88,79.74,69.91,122.81,155.68,149.45,26.39
246,42.41,-15.64,28.41,44.03,77.74,70.08,123.38,155.44,148.43,27.24
247,42.42,-15.23,26.70,41.58,78.37,68.23,121.83,154.37,147.64,37.05
248,42.17,-14.71,26.16,40.68,79.91,65.83,120.76,154.08,147.81,37.62
249,43.03,-12.36,26.62,40.78,76.39,62.92,119.06,150.22,141.88,51.64
250,42.62,-18.27,49.53,61.85,73.70,87.87,133.32,163.02,153.39,-8.21
251,51.19,-9.15,64.66,72.02,65.57,92.29,142.05,177.88,167.83,-3.79
252,51.76,-8.84,65.22,70.40,65.85,90.58,141.91,177.19,167.22,-3.29
253,52.60,-6.86,65.22,70.07,66.43,87.17,140.58,174.78,166.75,-3.16
254,52.50,-6.41,65.36,69.85,66.35,87.77,140.42,174.66,166.16,-2.98
255,52.97,-6.32,65.57,70.21,66.08,87.04,140.71,174.80,166.28,-2.91
256,52.94,-6.58,65.48,70.20,66.30,87.05,140.75,174.83,166.31,-3.20
257,52.81,-6.74,65.83,70.46,65.90,87.72,141.10,174.81,166.05,-2.38
258,53.37,-6.04,65.93,70.41,66.03,87.09,140.83,174.50,165.52,-2.25
259,53.36,-5.82,65.85,70.28,66.32,87.59,140.96,175.05,167.07,-3.34
260,53.32,-1.81,65.89,74.31,66.36,80.07,140.46,166.53,157.66,0.48
261,52.13,0.27,59.80,68.93,68.08,69.31,136.02,154.94,135.20,9.04
262,52.71,1.28,60.02,70.01,66.30,68.94,135.80,154.05,131.72,9.88
263,51.14,0.07,57.44,68.32,67.24,70.52,135.43,154.59,132.52,10.18
264,52.51,1.02,58.23,68.61,66.60,69.59,135.69,154.23,132.75,10.76
265,52.07,1.09,57.30,67.76,66.56,69.15,135.34,153.79,132.57,11.35
266,52.77,2.42,57.62,67.69,66.33,67.72,135.31,152.66,129.69,12.98
267,52.50,2.21,56.03,67.69,66.79,67.11,134.35,152.91,132.37,13.21
268,53.39,2.87,54.98,67.49,66.71,66.53,134.45,154.08,134.22,12.73
269,50.67,-0.45,54.79,69.77,67.89,70.80,135.84,158.62,141.19,8.07
270,52.49,2.61,56.76,70.89,66.33,67.59,135.37,155.58,132.28,12.11
271,49.49,-3.04,54.60,69.96,68.66,75.09,137.78,164.13,152.00,-2.32
272,47.91,-5.75,50.45,64.97,69.94,77.38,137.25,164.80,155.43,-4.25
273,48.28,-5.52,50.80,65.78,69.25,77.85,137.61,164.92,154.80,-3.89
274,48.64,-4.79,51.85,66.20,69.17,76.99,136.99,163.12,151.00,-1.25
275,49.61,-3.57,51.66,66.21,69.15,74.53,136.18,161.22,148.19,2.42
276,49.12,-4.30,47.49,64.94,70.38,76.03,136.55,163.94,153.16,-3.70
277,48.43,-4.99,44.50,62.71,69.77,75.21,135.87,163.16,150.86,0.98
278,49.91,-3.15,44.80,62.60,70.23,72.00,135.63,163.63,152.58,-0.56
279,53.56,-1.03,59.53,71.66,65.99,71.68,136.71,166.21,155.72,-3.12
280,44.78,-12.12,52.15,64.71,67.18,89.05,142.79,178.08,176.06,-21.00
281,44.53,-12.93,49.89,64.22,67.03,88.99,141.93,177.31,177.39,-22.34
282,43.57,-13.34,44.69,61.02,69.66,86.56,139.18,171.61,166.73,-18.09
283,44.77,-11.32,44.14,61.80,69.79,83.42,137.97,169.05,162.39,-12.20
284,45.32,-11.43,45.02,61.87,69.42,83.21,137.37,168.23,160.08,-10.81
285,45.75,-10.42,46.23,62.75,69.97,83.11,137.23,167.15,155.75,-8.53
286,46.58,-9.75,45.94,62.36,69.81,81.31,136.79,166.73,156.97,-9.76
287,46.21,-9.79,48.12,63.68,69.33,82.27,136.88,166.46,155.05,-6.44
288,47.11,-9.12,47.30,64.74,68.01,82.66,138.59,169.36,159.93,-10.99
289,46.24,-9.83,45.03,61.77,70.40,80.54,135.96,165.66,154.51,-6.71
290,46.36,-9.79,43.88,60.55,70.55,79.82,135.92,166.28,156.63,-9.03
291,44.44,-12.06,40.66,59.07,70.76,82.72,136.72,168.35,159.12,-12.72
292,46.05,-9.68,38.27,57.52,72.47,79.65,135.30,164.78,154.68,-6.30
293,42.40,-12.62,31.67,51.26,75.33,78.09,132.78,164.43,155.96,-10.03
294,44.24,-11.68,31.56,52.60,72.18,79.80,135.13,167.04,159.39,-12.16
295,47.95,-9.11,56.40,67.67,66.48,84.72,139.57,169.23,158.17,-5.38
296,48.16,-8.44,49.56,64.10,68.56,81.64,137.69,166.79,155.26,-5.36
