serial,p1,p2,p3,p4,p5,r1,r2,r3,r4,r5
1,-28.18,1.43,5.62,6.15,-0.49,27.98,27.39,61.96,47.71,46.11
2,-27.22,12.25,17.68,15.31,8.02,15.96,24.49,64.06,51.89,47.32
3,-34.58,17.91,26.66,24.08,12.96,3.65,12.86,54.37,45.80,41.63
4,-37.00,16.89,27.98,26.12,15.03,2.83,10.47,51.78,44.60,40.65
5,-31.63,16.63,24.63,22.43,12.95,6.27,16.82,58.10,48.99,44.69
6,-35.74,17.20,28.67,27.00,16.45,3.23,11.14,53.16,45.76,41.48
7,-34.62,20.96,32.67,30.49,19.49,-2.00,9.94,53.04,47.63,43.24
8,-31.75,14.32,23.32,22.29,13.59,7.30,17.01,57.32,47.79,43.54
9,-31.55,13.81,21.72,19.42,11.16,11.54,19.07,60.12,50.01,45.83
10,-28.28,13.43,19.57,17.56,10.09,12.39,22.95,63.16,51.85,47.08
11,-29.07,12.64,19.03,17.32,9.94,12.56,22.26,62.42,51.20,46.68
12,-28.69,14.37,20.73,18.56,10.89,10.82,21.83,62.53,51.82,46.73
13,-28.40,14.68,20.93,18.69,11.10,10.69,22.04,62.83,52.15,47.06
14,-27.42,15.90,21.56,18.97,11.45,9.88,22.67,63.91,53.19,47.73
15,-29.28,14.50,20.89,19.04,10.61,10.99,21.49,61.78,50.68,45.85
16,-28.39,11.13,16.82,15.37,8.10,16.05,24.57,63.60,51.53,47.12
17,-27.68,11.96,17.25,15.44,8.40,14.88,24.77,64.17,52.06,47.58
18,-27.41,11.28,16.11,14.55,7.41,16.28,25.47,64.39,52.14,47.58
19,-26.65,11.16,15.86,14.01,7.55,16.74,26.33,65.38,52.62,48.20
20,-26.23,6.08,9.92,9.07,3.56,22.88,28.80,65.40,51.44,48.17
21,-25.82,8.21,11.89,10.57,4.71,20.71,28.45,65.94,52.30,48.44
22,-25.07,11.08,14.72,12.71,6.92,17.37,28.04,67.34,53.97,49.27
23,-23.72,11.52,14.69,12.16,6.16,17.33,29.39,68.50,54.97,50.20
24,-23.79,12.49,15.58,13.04,6.84,16.61,29.11,68.69,55.43,50.49
25,-23.73,12.17,15.59,13.19,7.07,16.68,29.07,68.56,55.46,50.34
26,-23.26,13.43,16.46,13.79,7.34,15.40,29.06,69.01,56.03,50.75
27,-24.12,12.02,15.28,13.06,7.30,16.49,28.63,68.16,54.99,50.07
28,-21.16,14.13,16.45,13.36,7.95,15.69,31.05,71.33,58.10,52.58
29,-24.59,13.47,17.45,15.03,8.81,14.93,27.50,67.90,55.24,49.97
30,-23.93,16.49,20.57,17.32,11.05,11.53,26.70,68.56,56.55,50.50
31,-24.42,15.26,19.55,16.77,10.48,12.54,26.68,67.83,55.99,50.06
32,-24.71,17.30,21.62,18.31,11.56,10.14,25.56,67.84,56.02,49.57
33,-24.71,15.67,20.17,17.14,10.83,12.06,26.26,67.80,55.81,49.60
34,-27.16,15.40,20.85,18.24,10.94,11.22,23.76,65.00,53.79,48.34
35,-26.41,12.31,16.62,14.55,7.66,15.05,25.91,65.70,53.59,48.78
36,-23.83,14.42,18.65,15.53,10.08,14.53,28.58,70.46,57.73,51.29
37,-25.96,6.78,10.65,9.82,3.55,21.31,28.59,65.96,51.97,48.24
38,-24.71,6.05,9.21,8.22,2.68,22.90,30.34,66.93,52.41,49.02
39,-27.10,5.59,9.66,9.25,3.05,22.31,28.08,64.61,50.22,47.18
40,-27.15,5.25,9.41,9.20,2.93,22.59,27.84,64.06,49.91,47.05
41,-28.38,5.75,10.40,9.90,3.49,21.24,26.66,63.46,49.42,46.41
42,-27.78,6.77,11.56,10.86,4.36,20.53,27.10,64.09,50.18,46.94
43,-30.04,4.75,10.31,10.57,3.79,21.71,25.37,61.63,48.08,45.27
44,-29.87,4.67,9.79,9.87,2.94,22.06,25.32,61.50,47.77,45.40
45,-30.78,4.03,9.74,10.19,2.86,22.65,24.68,60.45,46.83,44.58
46,-30.12,5.03,10.72,10.92,3.92,21.98,25.01,61.13,47.87,45.32
47,-29.87,4.88,10.21,10.25,3.44,22.06,25.47,61.63,47.99,45.43
48,-30.47,4.33,9.79,10.11,3.09,22.03,24.97,61.14,47.70,44.97
49,-28.53,6.07,10.92,10.44,3.42,21.33,26.58,63.13,49.32,46.50
50,-30.11,4.50,9.83,10.01,3.10,22.44,25.40,61.59,48.01,45.69
51,-28.42,6.74,10.65,10.01,2.65,19.63,26.28,63.13,49.01,46.21
52,-30.59,5.84,12.11,11.82,4.48,20.46,24.30,61.21,47.89,45.20
53,-29.66,6.56,11.51,11.17,3.93,19.97,25.19,62.00,48.48,45.29
54,-29.62,2.26,7.25,8.15,1.21,25.02,26.89,61.60,47.55,45.66
55,-29.50,4.28,9.13,9.48,2.48,22.89,26.12,61.78,48.01,45.58
56,-30.88,3.95,9.52,9.89,2.66,22.42,24.67,60.63,46.89,44.69
57,-30.08,6.08,11.85,11.45,3.89,20.59,24.91,61.37,47.90,45.13
58,-30.78,4.76,10.27,10.61,3.33,21.83,24.49,60.67,47.20,44.69
59,-30.92,5.10,10.81,10.54,2.97,21.77,24.45,61.13,47.98,45.26
60,-29.68,5.48,10.86,10.60,3.49,21.49,25.30,61.72,48.15,45.45
61,-30.50,5.64,11.49,11.52,4.54,20.92,24.34,61.10,47.92,45.00
62,-27.99,7.24,12.07,11.30,4.55,20.71,27.02,64.10,50.42,47.04
63,-25.25,13.25,17.34,15.28,8.36,14.62,27.26,67.20,54.10,48.99
64,-22.85,17.42,21.62,18.22,11.71,10.89,28.30,70.39,57.68,51.07
65,-24.48,14.69,18.71,16.22,9.28,12.76,27.42,68.07,55.20,49.47
66,-25.83,10.53,14.67,13.26,6.24,17.26,27.75,66.07,52.60,48.38
67,-26.01,9.06,12.83,11.77,5.08,18.92,28.03,66.05,52.11,48.19
68,-25.79,19.05,25.67,22.14,15.18,8.87,25.39,69.10,57.37,50.23
69,-24.58,19.03,23.73,20.29,13.18,7.49,26.01,69.29,57.16,50.12
70,-24.05,18.28,22.62,19.11,12.23,8.66,26.98,69.71,57.33,50.71
71,-24.24,18.69,23.24,19.88,12.86,8.41,26.46,69.74,57.36,50.75
72,-23.25,19.43,23.48,19.81,13.15,7.82,27.42,70.74,58.52,51.62
73,-23.83,18.51,22.40,18.89,11.75,8.48,27.12,69.45,56.54,49.84
74,-26.30,14.78,19.90,17.75,10.79,12.39,26.08,67.08,54.68,49.21
75,-28.45,14.12,20.73,19.08,11.40,12.46,23.92,63.97,51.85,46.69
76,-32.06,4.98,11.47,12.12,4.45,21.35,23.93,59.72,46.30,43.60
77,-31.59,5.60,11.59,12.06,4.50,20.97,24.22,60.57,46.82,44.25
78,-30.39,8.10,13.99,13.75,6.29,18.24,24.55,61.88,48.61,45.16
79,-29.44,10.92,16.81,16.02,8.24,15.41,24.49,63.00,50.58,46.20
80,-30.12,10.56,16.81,16.03,8.22,15.00,23.89,62.21,49.65,45.63
81,-29.20,14.93,21.52,19.73,11.87,10.47,23.13,63.75,52.24,46.77
82,-26.07,21.16,26.95,23.57,15.78,4.43,23.78,67.94,56.86,49.07
83,-23.44,24.80,29.99,25.56,18.64,1.18,24.53,71.20,60.15,50.91
84,-23.08,19.45,23.32,19.72,13.41,8.00,28.06,71.64,58.96,51.38
85,-23.13,17.57,20.88,17.67,11.65,10.11,29.23,71.21,58.24,51.43
86,-23.31,16.02,19.49,16.63,10.47,11.39,29.26,70.61,57.58,51.07
87,-22.79,19.72,23.52,20.02,13.92,7.28,28.07,71.56,59.37,51.76
88,-20.92,23.39,26.72,22.33,16.56,4.02,28.68,74.31,62.14,53.22
89,-20.02,25.44,28.32,23.42,17.11,2.14,28.64,75.27,63.43,53.45
90,-21.70,18.09,20.95,17.60,11.65,9.80,30.46,72.86,60.05,52.76
91,-21.25,20.05,22.91,19.23,13.07,7.77,29.94,73.61,60.78,52.96
92,-21.13,19.48,22.35,18.49,12.61,8.54,30.08,73.27,60.62,52.90
93,-22.61,18.63,21.97,18.55,12.41,8.70,28.94,71.85,59.21,51.78
94,-22.70,18.28,21.69,18.50,12.06,8.89,28.83,71.37,58.58,51.44
95,-23.21,18.24,21.71,18.67,12.21,8.77,28.13,70.59,58.17,51.21
96,-23.39,18.49,22.12,18.95,12.49,8.47,28.09,71.14,58.55,51.16
97,-22.53,19.49,23.02,19.59,13.45,8.14,28.77,72.28,59.81,52.17
98,-21.65,18.73,21.70,18.28,12.25,9.27,30.13,73.03,60.17,52.75
99,-21.30,23.48,26.90,22.39,15.98,4.00,28.06,73.46,61.53,52.19
100,-24.65,18.91,23.54,20.38,13.14,7.58,26.51,69.28,57.41,50.55
101,-28.36,20.61,27.91,25.19,16.88,3.01,20.78,64.65,54.39,47.19
102,-32.67,17.95,26.99,24.93,15.68,3.35,17.10,58.92,49.02,43.63
103,-34.46,14.69,23.48,22.55,13.39,6.53,16.82,57.50,47.02,42.69
104,-31.36,16.24,23.93,22.28,13.61,6.86,19.62,60.64,50.03,44.88
105,-28.70,17.11,23.49,21.03,12.99,7.29,22.28,63.88,52.62,46.76
106,-26.33,17.78,22.64,20.03,12.43,8.17,25.10,67.07,54.96,48.83
107,-26.45,19.35,24.63,21.81,13.90,6.08,24.01,66.95,55.13,48.49
108,-27.35,22.01,28.81,25.56,16.95,1.71,21.07,65.44,54.93,47.30
109,-27.99,21.28,28.36,25.27,16.63,2.48,20.75,64.86,54.26,47.19
110,-29.68,20.45,28.11,25.32,16.17,2.13,19.12,62.44,52.26,45.84
111,-32.01,18.10,26.64,24.68,15.17,3.97,17.74,60.08,50.02,44.25
112,-27.68,17.99,23.79,21.29,13.07,6.46,23.34,65.55,53.79,47.60
113,-27.10,19.09,25.04,22.21,14.35,6.22,23.69,66.82,55.21,48.27
114,-24.71,24.55,30.40,26.19,18.40,0.47,23.28,69.26,58.52,49.59
115,-26.98,17.27,22.91,20.30,12.96,8.13,24.93,67.30,55.10,48.64
116,-25.15,15.01,19.13,16.65,9.70,11.67,27.94,68.72,55.19,49.64
117,-25.60,16.46,21.00,18.37,11.38,9.89,26.68,68.21,55.44,49.34
118,-24.86,19.48,24.43,21.14,13.97,6.53,26.10,69.09,56.91,49.94
119,-23.30,23.57,28.29,24.05,16.77,2.21,25.24,70.92,59.29,50.67
120,-24.23,20.33,25.08,21.51,14.23,5.53,26.18,70.12,58.01,50.32
121,-24.55,18.07,22.26,19.24,12.31,8.19,27.10,69.12,56.68,49.95
122,-25.31,16.51,21.02,18.33,11.35,9.44,27.03,68.33,55.55,49.47
123,-25.28,16.95,21.56,19.00,11.80,9.03,26.73,68.46,55.87,49.42
124,-24.60,18.91,23.56,20.39,13.79,6.79,26.25,69.27,56.90,50.06
125,-24.35,21.78,26.84,23.32,16.44,3.49,24.96,69.75,58.41,50.09
126,-24.61,20.53,25.31,22.00,14.97,4.83,25.40,69.05,57.54,50.14
127,-25.54,19.68,25.03,21.95,14.82,5.30,24.81,68.28,56.89,49.43
128,-25.96,21.29,27.09,23.79,16.32,3.14,23.45,67.86,56.79,49.00
129,-27.07,20.61,26.82,23.62,16.00,3.45,22.55,66.58,55.66,48.25
130,-28.76,22.96,30.50,27.03,17.77,-2.06,18.17,63.21,53.17,45.12
131,-30.28,21.04,29.46,26.75,17.29,0.51,18.34,62.45,53.09,46.01
132,-28.76,21.28,29.10,26.34,17.87,1.06,19.96,64.39,54.28,46.98
133,-29.18,24.29,32.72,28.99,20.07,-2.82,17.65,63.86,54.96,46.67
134,-29.53,21.95,30.50,27.85,19.06,-0.28,18.27,62.72,53.25,46.03
135,-29.53,26.89,36.31,32.65,22.63,-6.25,15.26,61.84,53.97,45.44
136,-30.95,25.48,36.04,32.51,21.87,-4.93,13.40,59.43,51.01,43.22
137,-30.68,25.26,33.92,29.19,17.72,-4.49,14.50,60.81,49.58,43.54
138,-27.99,15.74,21.71,19.37,11.28,10.33,24.00,64.36,51.24,47.06
139,-29.36,11.09,16.71,15.50,7.71,14.79,24.32,62.43,48.75,45.65
140,-28.74,11.02,15.88,14.74,7.02,14.94,25.38,63.60,49.70,46.42
141,-29.93,11.73,17.89,16.50,8.28,13.88,23.52,62.17,49.00,45.64
142,-27.51,13.30,18.60,16.72,9.10,13.15,25.56,65.17,51.77,47.44
143,-28.10,9.57,14.48,13.67,6.53,16.62,26.28,63.77,49.55,46.11
144,-27.92,11.10,16.23,14.56,7.00,15.79,26.39,64.76,50.46,46.89
145,-28.29,8.43,13.08,12.35,5.43,18.92,26.90,63.69,49.29,46.25
146,-25.58,16.20,21.12,18.43,10.85,10.61,26.59,67.50,53.97,48.83
147,-23.42,18.26,22.29,18.95,12.20,9.26,28.04,70.10,56.36,50.16
148,-25.06,11.72,15.10,12.91,6.48,15.95,29.15,67.83,53.19,49.02
149,-22.17,10.31,12.38,10.78,4.09,18.35,31.83,68.53,52.47,48.08
150,-29.50,17.80,24.11,20.98,12.57,5.88,20.27,60.05,49.68,46.41
151,-43.90,4.46,9.24,9.20,-2.81,14.16,8.69,45.02,33.17,35.66
152,-40.27,8.11,18.76,19.74,9.61,17.14,12.47,48.50,38.32,37.68
153,-32.14,18.49,27.19,24.56,14.78,6.19,16.18,58.33,47.96,43.74
154,-30.14,18.45,25.61,23.00,13.22,6.70,18.08,59.26,48.27,43.71
155,-32.16,13.50,20.50,19.15,9.78,11.83,18.63,57.55,45.91,43.01
156,-31.86,12.96,19.76,18.34,9.15,12.21,18.81,57.33,45.69,42.75
157,-26.58,18.82,24.15,21.34,12.75,8.43,22.83,64.14,52.30,46.67
158,-25.02,16.41,20.72,18.24,10.64,11.58,25.68,66.10,53.26,48.18
159,-23.95,20.62,25.40,22.06,14.29,6.98,24.94,67.55,55.53,48.80
160,-25.60,20.53,26.22,22.98,14.87,5.93,22.89,65.81,53.95,47.91
161,-24.46,22.74,27.78,23.95,15.61,3.92,22.99,66.95,54.88,48.17
162,-24.28,23.49,28.70,24.66,16.09,3.14,22.67,66.98,55.38,48.16
163,-24.34,23.33,28.65,24.80,16.19,3.55,22.96,67.22,55.70,48.37
164,-22.78,25.31,29.96,25.69,17.42,1.92,23.61,68.80,57.05,49.03
165,-22.86,25.16,29.77,25.44,17.24,1.69,23.20,68.53,57.21,48.86
166,-22.78,24.10,28.44,24.36,16.36,2.52,23.72,68.80,56.98,49.17
167,-21.20,25.39,29.28,24.62,17.35,2.19,25.21,70.46,58.75,50.44
168,-20.56,25.95,29.46,24.87,17.75,1.48,25.59,71.50,59.30,50.64
169,-20.87,24.58,28.23,23.84,16.45,2.92,25.90,70.64,58.80,50.71
170,-19.27,23.60,26.00,21.97,15.19,4.73,28.29,72.63,60.09,52.30
171,-21.26,23.96,27.76,23.58,16.20,3.50,25.99,70.69,58.66,50.71
172,-21.61,24.47,28.64,24.36,16.27,2.74,25.24,70.16,58.55,50.16
173,-19.52,26.97,29.90,24.90,17.06,0.72,26.32,72.60,60.43,51.45
174,-19.57,25.45,28.29,23.68,16.73,2.47,27.07,72.37,60.13,51.65
175,-19.80,25.64,28.63,23.95,16.74,2.23,27.03,72.37,60.34,51.63
176,-18.50,26.36,28.72,24.19,17.22,1.87,27.95,73.49,60.99,52.23
177,-20.51,22.23,25.03,20.86,13.77,5.79,27.62,71.07,58.49,51.06
178,-20.69,21.17,23.78,19.84,13.31,6.80,27.97,71.01,58.18,51.19
179,-20.78,21.37,23.89,19.83,13.14,6.72,27.85,70.73,57.90,50.97
180,-20.54,20.94,23.21,19.33,12.33,7.09,28.27,71.06,57.99,50.96
181,-20.33,20.49,22.88,19.05,12.44,7.78,28.75,71.21,58.24,51.42
182,-19.76,22.16,24.30,20.17,13.16,6.24,28.64,72.09,59.20,51.70
183,-19.41,22.33,24.62,20.41,13.82,6.01,29.08,72.35,59.28,52.04
184,-18.63,23.86,25.98,21.40,15.24,4.57,29.08,73.42,60.58,52.33
185,-20.11,24.48,27.38,22.93,15.36,3.49,27.17,71.97,59.66,51.40
186,-19.28,23.51,25.73,21.60,14.83,4.87,28.61,72.46,60.03,52.20
187,-20.42,22.56,25.17,21.06,14.35,5.10,27.58,71.38,58.73,51.28
188,-20.93,23.02,26.19,22.13,15.09,4.41,26.61,70.62,58.32,50.78
189,-20.70,22.85,25.74,21.64,14.98,4.86,27.11,71.19,58.80,51.20
190,-20.58,23.35,26.11,21.93,14.93,4.12,27.01,70.95,58.60,50.93
191,-20.12,23.20,26.12,21.84,14.70,4.48,27.45,71.51,59.00,51.33
192,-20.33,23.20,25.96,21.66,14.61,4.40,27.16,71.29,58.88,51.15
193,-18.28,25.42,27.41,22.56,15.59,3.20,28.68,73.53,60.95,52.48
194,-18.85,25.68,28.14,23.48,16.91,2.66,27.78,73.05,60.51,51.81
195,-18.65,24.68,26.86,22.18,15.79,3.72,28.55,73.31,60.61,52.51
196,-17.78,24.44,26.06,21.51,15.25,4.21,29.65,74.36,61.55,53.33
197,-19.59,25.43,28.05,23.38,16.38,2.16,27.09,72.28,60.16,51.51
198,-18.96,25.01,27.18,22.58,15.70,3.03,27.94,72.89,60.48,52.02
199,-18.48,25.59,27.58,22.93,16.18,2.66,28.12,73.40,61.16,52.42
200,-18.34,26.49,28.80,23.86,16.92,1.65,27.96,74.09,61.39,52.52
201,-18.15,26.07,28.12,23.15,16.36,2.08,28.61,74.13,61.80,53.01
202,-18.34,26.07,28.32,23.50,16.90,1.99,28.15,73.65,61.35,52.43
203,-18.63,25.84,28.33,23.44,16.81,1.85,27.69,73.35,60.95,52.28
204,-23.27,24.08,28.80,24.70,17.01,1.45,23.16,68.08,56.45,48.68
205,-19.65,25.82,28.83,24.14,16.81,1.33,26.80,72.20,60.23,51.54
206,-18.88,25.40,27.99,23.23,16.60,1.79,27.79,72.58,60.67,52.09
207,-22.42,24.64,29.04,24.75,17.14,0.89,24.21,69.15,57.66,49.86
208,-21.11,25.64,29.39,24.81,17.35,0.10,25.26,70.80,58.82,50.35
209,-21.48,24.37,28.18,23.97,16.63,0.99,25.52,70.31,58.33,50.15
210,-21.61,24.77,28.95,24.57,16.84,0.59,25.06,69.96,58.37,50.12
211,-24.30,24.50,30.20,26.27,17.70,-0.78,21.77,66.83,55.83,47.91
212,-29.70,22.50,30.77,27.85,17.52,-2.03,16.12,59.61,50.26,43.59
213,-31.64,22.74,32.47,29.74,18.99,-4.30,13.40,56.98,48.20,42.22
214,-37.01,20.83,32.93,31.38,18.84,-6.66,7.19,48.62,41.69,37.74
215,-36.00,24.24,37.07,33.76,21.37,-9.41,6.95,51.16,44.89,39.07
216,-35.32,23.74,36.18,33.69,20.83,-8.85,7.53,50.84,44.01,38.45
217,-35.26,24.13,36.58,33.98,21.55,-9.60,7.17,50.99,44.31,38.46
218,-34.89,21.58,33.04,31.02,19.04,-5.86,9.73,52.24,44.33,39.35
219,-33.69,24.37,35.97,33.09,20.76,-9.03,9.42,53.65,46.14,40.09
220,-29.29,27.16,36.54,32.73,21.98,-9.28,13.33,59.45,51.03,43.23
221,-29.03,27.40,36.67,32.70,21.74,-9.69,13.58,60.09,51.90,43.64
222,-28.98,25.51,33.67,29.81,19.56,-5.96,16.60,61.72,52.36,45.02
223,-25.44,23.18,24.67,20.33,11.25,1.17,27.18,68.05,52.83,48.09
224,-31.25,15.35,20.33,18.60,10.17,9.34,25.21,62.80,48.14,44.84
225,-32.94,9.63,14.33,14.02,5.73,16.83,26.42,60.70,45.23,43.61
226,-31.27,15.55,19.66,17.91,9.49,13.22,28.74,64.76,47.93,45.49
227,-32.16,13.96,18.48,17.25,9.08,14.23,27.84,63.49,47.51,45.01
228,-37.84,14.81,21.58,20.83,11.23,9.28,20.30,57.73,44.09,41.28
229,-34.60,24.94,32.63,29.83,19.66,-2.91,19.10,61.42,49.88,44.04
230,-28.96,31.82,36.72,31.57,22.12,-8.52,22.16,68.28,55.87,47.16
231,-35.23,27.19,35.75,32.09,21.48,-5.98,16.96,61.19,49.96,42.85
232,-35.68,27.34,35.98,32.32,20.92,-6.63,16.17,60.48,49.18,42.23
233,-48.27,8.81,16.36,13.11,8.22,-11.44,12.84,51.16,43.41,40.17
234,-21.68,30.09,36.10,28.12,20.79,7.05,15.51,63.46,54.09,45.16
235,-41.58,37.61,43.49,34.05,25.25,-16.91,13.89,66.12,55.60,45.75
236,-44.45,42.60,49.43,40.39,30.58,-23.21,12.16,66.85,55.65,43.91
237,-41.55,42.68,47.92,39.07,30.23,-22.76,15.37,70.14,58.37,46.23
238,-43.33,41.48,47.38,38.45,29.14,-22.44,14.27,67.88,56.77,45.30
239,-48.09,39.36,49.43,40.39,30.39,-22.89,9.57,64.29,54.36,43.09
240,-39.74,33.81,35.22,27.69,20.81,-9.38,24.94,71.57,59.53,49.41
241,-41.31,31.54,34.35,26.97,20.05,-7.34,23.58,69.47,57.70,48.61
242,-40.62,32.31,34.49,27.06,20.33,-8.17,24.30,70.50,58.58,49.18
243,-40.86,32.62,34.84,27.24,20.30,-8.49,23.78,70.17,58.41,48.81
244,-41.48,31.33,33.75,26.34,19.50,-7.24,23.73,69.53,57.78,48.50
245,-41.81,30.27,32.82,25.49,18.91,-6.20,23.59,68.73,57.03,48.10
246,-42.22,28.49,31.04,24.06,17.45,-3.46,23.74,67.80,56.49,48.09
247,-37.88,37.04,37.69,29.80,23.30,-12.69,26.24,75.95,63.07,51.48
248,-32.91,43.59,42.27,33.96,28.04,-19.83,29.15,83.75,69.40,54.70
249,-34.44,43.30,42.62,33.95,27.38,-20.58,27.21,81.74,67.55,53.15
250,-40.28,30.63,32.21,25.08,18.71,-7.26,25.19,70.00,57.91,48.72
251,-40.12,34.44,36.19,28.54,21.30,-12.20,23.87,71.13,58.60,48.51
252,-42.14,29.21,32.11,25.09,18.33,-5.47,23.77,68.04,56.76,48.28
253,-42.12,29.85,32.93,25.72,19.11,-6.62,23.20,68.11,56.58,47.83
254,-41.85,31.31,34.19,26.93,19.94,-8.66,23.09,68.91,57.34,48.21
255,-40.51,31.05,33.26,25.96,19.49,-7.70,24.81,70.09,58.31,49.14
256,-41.14,32.45,34.97,27.57,20.55,-10.18,23.37,69.91,57.88,48.34
257,-40.06,30.72,32.32,25.24,18.83,-6.98,26.03,70.93,58.82,49.77
258,-40.65,29.66,32.13,24.82,18.39,-7.78,24.73,69.62,57.67,48.72
259,-41.21,27.15,29.74,22.89,16.90,-4.61,24.87,68.21,56.34,48.13
260,-41.06,29.99,32.93,25.58,19.23,-8.33,24.17,69.17,57.51,48.56
261,-37.78,33.01,33.70,26.10,19.78,-13.30,25.58,71.04,58.73,49.16
262,-38.73,34.42,36.45,28.67,22.21,-13.57,24.81,72.42,60.42,50.18
263,-39.23,34.62,37.12,29.16,22.49,-13.87,24.06,72.67,60.60,50.02
264,-41.94,27.45,29.92,22.92,16.14,-6.28,23.66,66.63,55.18,47.38
265,-47.18,22.25,27.55,21.23,14.31,2.08,20.34,61.38,51.06,44.74
266,-46.09,22.31,26.46,20.15,13.10,0.04,20.86,61.15,50.23,44.19
267,-44.63,22.99,26.15,20.08,13.53,-0.96,22.08,62.20,51.32,45.03
268,-48.53,19.38,24.90,19.23,12.78,3.90,18.89,57.67,47.57,42.30
269,-48.47,20.12,25.66,20.00,13.45,3.35,18.84,57.90,47.90,42.67
270,-47.88,15.80,20.78,15.91,9.93,8.97,20.32,57.30,46.85,42.21
271,-47.92,16.55,21.67,16.58,10.86,8.65,20.02,57.27,47.08,42.26
272,-46.54,21.52,26.50,20.70,14.53,1.51,20.40,60.28,49.95,43.97
273,-45.18,22.91,26.90,20.69,14.80,-0.17,21.44,62.42,51.29,44.99
274,-43.08,27.51,31.15,24.31,18.04,-6.08,22.16,65.59,54.55,46.79
275,-41.75,30.63,34.06,26.92,20.39,-10.87,22.08,67.35,56.32,47.42
276,-40.11,32.79,35.60,27.99,21.57,-12.95,23.04,70.58,58.83,49.15
277,-40.90,32.48,35.88,28.61,21.77,-12.63,22.55,69.52,58.19,48.53
278,-41.21,28.54,31.28,24.59,18.92,-8.78,23.70,68.28,56.80,48.24
279,-42.58,26.34,29.34,22.86,16.37,-6.40,22.73,65.88,54.68,47.02
280,-37.28,24.23,24.35,18.64,13.74,-3.24,29.43,69.80,56.31,47.89
281,-41.36,31.16,34.49,27.30,20.44,-13.03,21.73,68.07,56.83,47.81
282,-41.49,29.50,32.73,25.97,19.58,-10.72,22.35,67.49,56.23,47.77
283,-42.06,27.20,30.48,23.86,17.60,-7.99,22.64,66.51,55.44,47.38
284,-41.74,29.54,32.74,25.67,19.14,-11.06,22.04,67.39,56.57,47.71
285,-40.36,31.81,34.58,27.58,20.80,-13.62,22.49,69.13,57.74,48.47
286,-39.84,33.00,35.69,28.58,21.81,-15.23,22.38,69.70,58.82,48.89
287,-38.66,34.55,36.96,29.63,22.68,-17.10,22.51,71.15,59.55,49.41
288,-38.41,34.97,37.50,29.96,23.11,-17.68,22.78,71.69,60.44,49.73
289,-39.03,30.57,32.50,25.54,18.96,-12.38,24.28,69.87,58.65,49.21
290,-38.11,37.97,41.22,33.49,25.99,-21.20,21.72,73.36,61.89,50.10
291,-35.37,39.86,41.43,33.79,26.82,-22.85,23.66,75.54,63.51,50.90
292,-40.32,34.40,38.43,31.10,23.89,-16.33,21.93,71.75,60.30,49.59
293,-40.27,32.81,36.00,28.62,21.35,-16.11,21.78,69.24,58.32,48.48
294,-39.87,31.45,34.22,27.11,19.90,-14.86,22.21,68.11,56.96,47.90
295,-48.09,28.18,35.06,28.37,20.42,-12.80,15.37,60.65,51.48,43.92
296,-56.75,28.33,41.07,34.01,23.20,-27.80,0.63,44.14,38.81,34.27
297,-40.77,29.85,32.76,26.01,19.20,-13.23,22.18,67.36,56.68,47.78
298,-40.61,30.08,33.06,26.30,19.02,-13.44,22.36,67.67,56.64,47.95
299,-40.72,30.48,33.46,26.65,19.62,-14.00,21.78,67.41,56.52,47.65
300,-39.99,30.41,33.10,26.05,18.85,-13.50,23.02,68.37,57.36,48.40
301,-42.18,29.63,33.52,26.71,19.37,-14.06,20.00,65.28,54.75,46.44
302,-43.27,26.54,30.42,24.10,16.77,-10.12,20.44,63.80,53.38,45.92
303,-43.95,23.67,27.32,21.51,14.62,-6.23,21.02,62.48,51.81,45.14
304,-42.67,25.72,28.10,21.60,14.63,-10.08,21.08,63.36,52.26,45.26
305,-46.26,20.93,25.60,19.52,12.42,-1.03,20.22,61.13,50.96,44.74
306,-40.65,23.94,25.89,19.90,13.78,-4.93,24.85,66.29,55.32,47.73
