p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-32.45,4.53,53.47,47.58,30.71,-91.15,-27.86,-6.59,15.96,19.67,ই
-33.88,3.6,52.39,47.72,30.81,-93.04,-29.1,-8.74,14.36,18.64,ই
-33.85,3.36,52.45,47.52,30.71,-93.13,-28.89,-9.17,14.24,18.61,ই
-33.21,4.08,52.73,47.66,30.91,-93.02,-28.74,-8.51,14.51,18.83,ই
-33.33,3.75,52.7,47.73,30.87,-93.64,-29.45,-9.47,13.77,18.37,ই
-27.38,4.34,53.47,44.76,24.55,-81.46,-19.06,9.29,27.22,26.78,ই
-30.5,-0.9,54.23,45.99,25.21,-82.48,-21.79,2.36,23.16,24.54,ই
-34.44,-14.71,48.09,40.02,21.05,-74.58,-23.11,9.29,26.94,26.94,ই
-34.96,-15.73,46.57,44.37,31.41,-76.65,-20.95,9.72,31.23,31.38,ই
-36.15,-14.37,45.44,42.55,29.16,-77.3,-19.12,8.85,29.19,30.34,ই
-35.76,-12.68,45.52,42.67,28.82,-76.99,-18.8,9.48,29.79,30.61,ই
-35.74,-13.37,45.69,42.9,29.32,-77.24,-18.82,9.1,29.8,30.7,ই
-35.72,-13.44,45.48,42.8,29.41,-76.63,-18.43,9.6,29.96,30.71,ই
-33.91,-17.7,46.35,42.33,29.16,-72.19,-16.34,15.61,34.59,33.25,ই
-34.29,-15.53,47.38,44.02,30.43,-74.99,-16.74,12.17,32.95,32.42,ই
-40.48,-23.37,32.54,30.6,21.13,-56.07,-3.23,26.36,40.39,38.7,ই
-50.94,-32.68,25.83,26.72,17.37,-56.04,-9.1,17.52,32.14,33.34,ই
-46.19,-35.2,15.88,16.29,9.46,-33.75,8.09,31.59,41.76,41.12,ই
-45.72,-30.18,21.19,20.7,13.07,-40.66,4.14,29.42,40.87,39.9,ই
-45.38,-29.94,20.19,19.3,11.5,-38.66,5.57,30.67,41.97,39.94,ই
-37.26,-28.35,21.38,19.81,13.33,-35.69,12.37,40.0,50.01,46.14,ই
-35.38,-26.19,21.02,19.59,13.36,-33.96,13.68,42.2,51.74,47.54,ই
-33.14,-10.7,39.15,35.78,25.52,-55.55,-0.28,34.17,48.28,42.96,ই
-40.92,-29.12,36.95,37.16,25.69,-65.15,-14.11,20.07,38.51,36.39,ই
-43.12,-20.44,36.26,36.86,25.28,-67.34,-13.01,15.82,34.49,33.86,ই
-42.45,-21.97,38.75,37.84,26.08,-63.47,-10.6,17.12,36.19,34.62,ই
-41.08,-19.46,40.36,38.64,26.42,-61.5,-10.38,17.56,36.33,34.72,ই
-41.92,-19.47,39.83,38.43,26.39,-61.57,-9.74,17.04,35.98,34.46,ই
-42.03,-18.88,39.69,38.49,26.61,-61.77,-9.62,17.37,36.25,34.8,ই
-41.13,-16.61,40.42,38.85,26.86,-61.91,-9.46,18.02,36.83,35.1,ই
-41.65,-16.48,39.27,37.95,25.93,-62.38,-10.31,16.6,35.29,34.01,ই
-36.97,-4.17,41.54,38.98,26.66,-61.64,-7.17,22.09,39.86,36.75,ই
-36.71,-2.16,41.85,39.37,27.17,-62.08,-7.36,22.36,40.08,36.77,ই
-35.87,-1.58,42.17,39.53,27.48,-61.85,-7.03,23.35,41.02,37.36,ই
-34.83,-0.91,42.91,40.13,27.92,-61.51,-6.71,24.14,42.03,37.74,ই
-34.88,-0.88,42.96,40.11,28.04,-61.23,-6.3,24.59,42.37,37.97,ই
-34.64,-0.47,42.66,39.84,27.73,-61.27,-6.45,24.79,42.16,38.03,ই
-33.96,1.08,43.47,40.52,28.36,-61.77,-6.49,25.4,43.1,38.26,ই
-33.34,2.01,44.22,41.09,28.95,-61.47,-6.02,26.72,44.11,39.03,ই
-33.56,1.06,42.43,39.52,27.39,-63.23,-6.14,25.44,42.37,38.08,ই
-33.85,-3.31,41.79,38.94,27.18,-62.51,-6.44,25.43,42.24,38.02,ই
-33.55,-2.83,41.73,38.65,26.93,-61.58,-6.09,26.05,42.64,38.24,ই
-34.07,-2.06,41.59,38.96,27.04,-62.31,-6.37,25.14,42.13,37.71,ই
-35.07,-3.01,40.76,38.27,26.45,-61.87,-5.99,24.87,41.79,37.82,ই
-35.2,-3.46,39.89,37.46,25.66,-60.65,-5.52,25.43,42.01,38.03,ই
-34.36,-3.0,38.76,36.03,24.72,-58.25,-3.31,28.47,44.29,39.76,ই
-36.37,-6.4,38.61,36.04,24.64,-59.32,-3.72,25.87,41.97,38.32,ই
-35.26,-3.17,39.44,36.8,25.25,-59.45,-3.82,26.7,42.96,38.95,ই
-36.56,-4.33,34.9,32.45,21.72,-62.02,-2.39,25.93,42.52,39.11,ই
