p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-51.5,-76.87,-85.14,20.81,11.68,-63.24,38.79,-4.18,19.13,15.17,ঋ
-49.94,-74.86,-81.92,22.94,13.08,-65.64,28.22,-7.72,18.93,15.18,ঋ
-50.06,-75.65,-84.6,21.88,12.62,-63.11,36.55,7.56,20.33,15.9,ঋ
-49.64,-74.52,-83.17,21.84,12.62,-62.2,30.65,9.1,20.88,16.18,ঋ
-51.28,-65.72,-74.16,21.45,12.14,-61.68,17.8,12.61,20.87,16.16,ঋ
-52.3,-55.71,-64.07,20.83,11.45,-58.61,14.35,2.54,20.37,16.0,ঋ
-48.44,-49.51,-58.82,23.2,12.93,-49.75,19.62,12.09,23.6,17.97,ঋ
-46.24,-53.07,-65.96,13.69,6.6,-32.58,41.44,41.63,29.55,22.07,ঋ
-44.24,-50.08,-64.36,14.51,4.32,-41.72,25.12,13.65,28.49,20.66,ঋ
-50.82,-62.79,-72.25,20.43,2.61,-51.21,20.99,40.34,28.56,19.35,ঋ
-43.79,-57.84,-68.17,13.21,16.32,-51.64,38.37,46.29,29.24,21.47,ঋ
-44.57,-62.2,-75.52,5.95,12.18,-60.89,28.42,10.41,24.54,18.76,ঋ
-56.81,-70.09,-80.31,9.57,12.64,-51.46,16.2,23.8,21.57,15.1,ঋ
-47.66,-70.83,-73.89,20.82,14.52,-52.35,50.5,99.65,31.97,20.99,ঋ
-43.87,-71.23,-79.63,20.34,13.17,-49.93,27.96,81.41,32.22,21.27,ঋ
-43.17,-67.47,-77.03,19.61,12.66,-50.15,23.64,71.93,32.86,21.32,ঋ
-35.91,-53.56,-62.83,23.39,16.03,-50.99,20.72,56.58,41.33,27.5,ঋ
-28.5,-43.26,-52.43,22.8,15.78,-46.4,22.6,56.92,47.83,32.07,ঋ
-51.39,-67.02,-80.95,26.2,0.46,-54.81,41.17,10.6,29.86,24.81,ঋ
-42.73,-66.12,-79.9,28.91,3.43,-59.39,41.54,41.05,35.25,28.11,ঋ
-45.68,-68.77,-81.82,22.79,-0.7,-53.11,54.01,81.18,34.49,29.66,ঋ
-46.2,-68.97,-82.25,23.74,-0.19,-55.37,46.34,65.66,33.78,28.81,ঋ
-45.0,-67.53,-81.11,22.97,-0.89,-53.82,47.04,67.25,34.46,28.5,ঋ
-46.27,-67.1,-79.94,25.31,-9.49,-55.92,35.96,62.35,35.23,27.72,ঋ
-45.56,-63.09,-77.85,25.24,-7.82,-54.42,29.82,63.78,36.53,28.72,ঋ
-50.56,-66.34,-86.05,21.37,-3.98,-44.88,64.52,90.2,33.98,29.41,ঋ
-50.67,-67.05,-85.36,21.69,-3.82,-46.93,61.57,73.11,33.42,29.01,ঋ
-48.04,-63.89,-82.12,20.93,-5.27,-48.92,59.87,68.49,35.63,30.12,ঋ
-49.87,-63.25,-78.76,18.16,-6.85,-42.77,67.01,90.63,35.19,29.82,ঋ
-49.35,-64.84,-80.92,17.02,-7.83,-44.16,60.11,76.95,34.79,30.12,ঋ
-46.92,-60.25,-75.14,17.66,-7.12,-49.56,49.43,59.52,35.85,30.06,ঋ
-44.63,-53.74,-67.95,8.56,0.81,-54.94,37.58,43.33,32.81,32.76,ঋ
-42.88,-53.13,-77.81,18.22,7.73,-47.2,12.54,101.62,36.7,30.7,ঋ
-39.61,-68.23,-80.03,18.78,7.84,-63.32,68.02,98.81,37.09,30.77,ঋ
-43.93,-75.7,-88.23,20.77,8.64,-68.06,47.55,46.87,29.4,25.4,ঋ
-44.03,-73.32,-86.26,19.74,8.0,-63.53,48.59,71.82,31.52,27.0,ঋ
-41.53,-71.62,-84.13,19.3,7.85,-64.68,47.61,62.42,31.3,27.07,ঋ
-38.79,-67.72,-79.98,21.17,9.32,-64.87,42.79,55.36,33.87,28.76,ঋ
-38.09,-65.35,-77.91,21.03,9.39,-65.43,37.72,51.42,34.49,29.17,ঋ
-37.55,-64.06,-76.16,19.85,8.71,-62.55,43.26,62.0,36.4,30.33,ঋ
-37.11,-63.55,-76.06,20.55,9.22,-63.6,39.14,57.11,35.9,30.18,ঋ
-37.04,-60.66,-74.44,20.33,9.08,-64.55,32.46,56.68,36.45,30.06,ঋ
-37.06,-60.36,-73.15,18.25,7.61,-61.57,35.66,61.08,37.33,31.1,ঋ
-34.78,-58.95,-72.75,15.67,5.67,-58.23,40.26,65.69,39.65,33.02,ঋ
-38.43,-61.89,-74.71,19.34,8.68,-64.16,33.8,57.45,35.72,29.94,ঋ
-36.05,-60.57,-74.0,22.52,10.39,-69.43,19.48,32.04,33.73,28.2,ঋ
-37.11,-61.24,-73.52,22.57,10.81,-68.79,23.68,42.73,34.23,28.5,ঋ
