p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-2.35,-11.85,-6.92,-6.66,-10.28,-95.95,-24.41,-2.62,10.51,12.84,অ
13.9,2.9,9.64,6.06,-0.81,-91.95,-26.57,-4.54,11.1,13.07,অ
4.5,-8.07,-1.19,-0.94,-6.26,-106.29,-33.74,-12.31,3.37,8.02,অ
-7.7,-15.73,-10.21,-10.16,-13.57,-96.23,-23.81,-2.48,10.12,12.36,অ
-6.54,-11.61,-4.17,-4.88,-9.06,-89.34,-15.67,5.81,17.83,19.23,অ
-5.93,-6.22,-2.21,-5.46,-8.67,-68.61,2.8,26.9,34.11,31.81,অ
-11.98,-3.04,-0.23,-3.36,-7.19,-75.82,-1.43,22.9,30.11,29.8,অ
-5.51,-18.37,-13.68,-17.45,-18.87,-88.98,-15.15,5.5,14.13,16.68,অ
-8.06,-21.64,-16.44,-16.44,-17.44,-88.66,-13.86,7.35,16.71,17.68,অ
-8.34,-19.58,-15.85,-15.96,-17.6,-86.17,-16.29,6.18,16.11,17.18,অ
-8.94,-17.21,-13.16,-14.95,-16.5,-85.21,-11.04,9.7,18.69,20.42,অ
-5.38,-27.39,-22.31,-23.9,-22.45,-90.39,-7.72,10.91,20.22,18.49,অ
1.0,-16.07,-9.57,-12.94,-14.92,-98.56,-17.23,0.8,13.42,14.76,অ
-1.82,-16.72,-10.33,-13.8,-15.56,-98.22,-17.4,0.19,13.24,14.49,অ
8.97,-15.98,-11.16,-9.86,-12.06,-96.07,-20.58,0.6,11.88,14.54,অ
2.83,-12.48,-6.68,-7.88,-11.12,-83.73,-5.13,16.2,26.1,26.85,অ
-7.6,-9.42,-5.02,-6.89,-9.68,-71.12,0.41,22.17,31.47,30.78,অ
-1.66,-7.97,-3.34,-6.11,-9.84,-71.88,-1.2,21.13,31.54,30.27,অ
1.21,-10.67,-3.52,-6.42,-8.19,-75.97,0.26,22.29,33.82,30.31,অ
0.29,-11.04,-4.96,-8.31,-9.51,-76.15,0.96,23.12,34.5,30.72,অ
7.11,-4.04,1.58,-2.61,-8.05,-84.33,-25.15,-6.88,10.75,14.08,অ
-1.69,-10.6,-3.31,-5.18,-8.99,-91.93,-17.15,2.32,17.27,18.23,অ
-14.26,-21.57,-15.72,-15.23,-16.41,-92.67,-15.98,2.63,15.69,16.58,অ
-13.6,-20.37,-14.18,-14.03,-15.65,-90.88,-15.73,2.85,16.19,17.01,অ
2.37,1.39,7.29,-1.32,-4.46,-72.45,-0.67,21.27,32.8,30.77,অ
7.31,6.3,11.06,1.0,-2.77,-68.43,-0.95,22.06,33.99,31.44,অ
7.01,7.9,10.45,-0.07,-5.55,-87.97,-10.12,12.98,26.27,24.86,অ
-3.12,-8.12,-2.91,-8.0,-11.68,-90.39,-15.01,4.27,19.42,19.62,অ
-14.1,-18.6,-17.08,-19.21,-18.23,-88.63,-17.94,0.79,14.05,15.57,অ
-10.25,-16.43,-15.2,-16.74,-16.37,-92.82,-17.8,1.82,15.57,15.22,অ
6.33,-10.2,-6.31,-9.18,-11.82,-94.08,-19.6,1.3,14.33,15.68,অ
-2.64,-16.81,-12.99,-15.44,-15.01,-94.72,-20.25,-0.65,13.62,16.25,অ
-11.61,-13.63,-9.57,-11.32,-13.27,-86.26,-20.87,-1.61,12.63,14.47,অ
-9.96,-8.99,-5.43,-6.89,-11.05,-92.25,-21.88,-2.33,10.06,13.04,অ
3.67,-14.67,-11.32,-10.2,-13.46,-104.89,-27.13,-7.99,5.08,8.55,অ
9.34,-22.5,-19.3,-19.05,-18.28,-107.78,-32.92,-12.36,1.73,7.86,অ
18.67,-26.75,-23.64,-24.64,-16.92,-97.28,-25.43,-3.48,7.51,11.17,অ
11.07,-24.74,-20.45,-18.57,-16.5,-100.25,-27.19,-6.08,9.31,11.28,অ
2.93,-8.32,-5.96,-9.04,-11.86,-91.68,-22.35,-0.22,14.65,16.79,অ
-0.25,-9.94,-10.04,-14.83,-16.97,-81.41,-13.54,9.71,21.6,22.05,অ
-4.13,-13.66,-12.34,-15.12,-16.55,-82.41,-12.65,10.74,22.24,22.44,অ
