p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-60.69,10.27,1.58,-2.52,-6.33,-14.06,19.28,17.17,8.72,18.52,ক
-62.35,10.54,1.91,-1.67,-5.15,-14.08,19.78,17.56,9.35,18.88,ক
-63.21,11.24,2.44,-1.75,-5.78,-14.32,18.95,17.15,9.26,18.93,ক
-60.64,13.66,6.33,4.16,0.83,-2.45,15.06,12.09,4.63,14.98,ক
-68.76,18.28,12.13,10.66,7.57,-18.9,21.93,19.51,12.65,18.43,ক
-66.58,15.53,8.88,6.55,3.78,-20.26,20.88,18.52,10.91,16.95,ক
-64.63,14.36,7.87,4.32,0.44,-26.95,21.19,18.66,10.43,16.58,ক
-67.59,16.05,10.52,7.86,4.01,-17.42,21.45,19.15,11.01,17.15,ক
-62.67,10.81,3.5,-0.2,-3.67,-25.98,21.93,19.53,10.32,15.31,ক
-63.12,9.08,1.63,-2.93,-6.95,-28.6,23.51,22.08,14.08,18.7,ক
-62.67,9.12,1.53,-3.12,-7.2,-35.41,24.56,23.2,15.11,19.28,ক
-62.47,8.44,1.92,-2.6,-6.87,-36.13,25.01,22.62,13.5,18.49,ক
-60.38,8.3,0.68,-3.92,-7.51,-29.87,22.56,19.93,10.73,15.34,ক
-61.86,8.09,0.6,-4.26,-8.33,-34.19,23.92,21.82,13.07,17.56,ক
-63.04,9.2,1.8,-2.99,-6.89,-30.59,23.21,20.87,12.37,16.66,ক
-63.66,9.67,2.61,-2.37,-6.76,-30.05,23.45,21.39,12.99,17.12,ক
-62.14,9.09,1.53,-3.44,-7.45,-28.78,22.67,20.44,11.97,16.2,ক
-64.13,10.51,3.57,-1.09,-5.3,-27.06,23.38,21.3,13.24,17.52,ক
-63.19,11.29,4.49,0.29,-3.87,-20.85,21.04,18.14,9.75,14.29,ক
-61.4,8.81,1.42,-2.94,-6.93,-23.33,21.91,19.4,10.82,14.92,ক
-62.22,9.73,2.99,-1.38,-5.97,-30.12,23.66,21.02,12.77,16.81,ক
-62.6,10.01,3.6,-0.3,-4.5,-22.49,22.62,19.87,11.42,16.6,ক
-62.04,9.19,2.64,-1.53,-5.61,-27.16,23.42,21.12,12.34,17.13,ক
-62.4,9.1,2.09,-2.01,-5.74,-25.56,22.96,20.43,11.66,16.06,ক
-62.23,9.01,1.93,-2.31,-6.17,-24.97,22.73,20.27,11.65,16.29,ক
-60.84,8.61,1.47,-3.19,-7.13,-25.0,22.86,20.29,11.83,16.26,ক
-62.01,11.25,4.8,0.95,-2.97,-16.53,21.4,18.32,9.81,14.5,ক
-62.41,10.5,4.07,0.6,-3.24,-18.28,22.07,19.23,10.94,15.57,ক
-63.21,11.97,5.95,2.44,-1.3,-14.24,21.7,18.78,10.87,15.82,ক
-62.98,11.45,5.19,1.52,-2.8,-15.93,22.43,19.7,12.33,16.63,ক
-62.94,11.22,4.47,0.08,-4.28,-13.46,22.11,19.35,11.36,16.18,ক
-62.69,11.04,4.37,0.04,-4.4,-15.02,22.25,19.43,11.55,15.97,ক
-63.47,10.81,3.6,-0.98,-5.61,-15.29,22.33,19.59,11.83,16.04,ক
-63.52,11.76,5.12,0.86,-3.62,-12.61,22.05,19.42,11.76,16.54,ক
-62.45,10.31,3.61,-0.26,-4.65,-13.92,22.02,19.1,11.23,15.57,ক
-61.69,10.5,4.19,0.33,-4.16,-13.92,21.95,19.07,11.55,15.98,ক
-63.6,11.46,4.58,0.48,-4.08,-13.89,22.27,19.94,12.61,17.04,ক
-63.19,11.28,4.8,0.8,-3.59,-11.55,22.13,19.58,12.13,16.4,ক
-62.81,11.32,4.71,1.04,-3.43,-11.07,22.08,19.52,11.96,16.31,ক
-62.74,11.51,5.23,1.79,-1.82,-10.83,21.96,19.17,11.6,15.5,ক
-62.54,10.99,4.14,0.07,-3.95,-10.64,21.42,18.73,10.78,15.06,ক
-65.71,11.11,4.03,-0.16,-4.32,-27.23,22.56,19.83,11.92,16.19,ক
-62.34,9.65,2.52,-1.38,-5.25,-23.39,22.09,19.24,11.04,15.27,ক
-63.96,10.52,3.69,-0.45,-4.91,-24.39,22.3,19.77,11.98,16.31,ক
-64.72,15.12,8.77,6.71,6.55,-28.65,19.03,16.19,5.17,14.55,ক
-69.07,17.93,12.86,11.83,11.72,-14.91,17.58,14.3,3.73,12.64,ক
-70.35,14.74,8.45,5.85,4.99,-25.66,21.23,18.57,8.67,16.46,ক
-65.53,11.58,5.39,2.81,2.04,-33.85,23.68,21.36,11.21,18.23,ক
-66.72,11.91,6.78,4.94,4.43,-30.53,23.7,21.64,12.08,19.1,ক
-67.7,12.04,7.13,5.07,4.01,-30.31,24.47,22.48,13.31,19.93,ক
-63.58,12.19,6.48,4.71,4.76,-26.44,21.56,18.1,7.49,15.11,ক
-61.25,13.88,9.73,10.37,10.91,-12.77,17.34,12.93,2.23,10.57,ক
-63.43,13.09,6.64,4.07,3.26,-13.41,19.44,15.83,5.33,12.56,ক
-59.11,10.34,4.85,3.89,3.67,-17.03,19.02,14.69,4.31,10.61,ক
-60.46,11.02,4.43,2.26,1.24,-11.89,18.38,14.15,6.18,11.65,ক
-58.01,10.42,3.2,-1.01,-3.63,-5.52,20.6,16.66,7.72,12.4,ক
-65.6,12.44,5.1,1.07,-0.54,-16.86,20.58,17.23,8.27,14.3,ক
-64.81,13.68,7.81,6.24,3.27,-18.57,19.03,14.37,3.41,10.25,ক
-63.48,12.7,6.7,5.03,2.58,-18.22,19.69,15.22,5.01,10.76,ক
-55.89,16.37,10.98,10.53,7.1,0.9,15.86,11.72,2.34,10.43,ক
-56.03,16.73,11.86,11.38,7.5,3.69,16.62,12.33,3.41,11.16,ক
-53.51,16.53,10.97,10.31,6.38,4.46,15.51,11.53,2.59,10.39,ক
-53.8,16.51,11.07,10.2,6.45,6.62,15.88,11.77,3.45,11.03,ক
-56.83,16.5,10.48,9.1,4.87,3.17,17.0,13.4,5.24,12.53,ক
-54.64,14.27,8.43,6.86,2.66,1.53,16.94,13.21,4.71,11.27,ক
-55.26,13.63,7.58,5.9,1.83,1.52,17.45,13.85,5.65,12.11,ক
-54.71,14.24,8.48,6.78,2.44,2.85,17.52,13.89,6.0,12.41,ক
-55.04,14.2,8.58,7.25,2.98,3.27,17.13,13.4,5.25,11.69,ক
-54.45,14.2,8.82,7.51,2.9,2.54,17.11,13.42,5.63,12.34,ক
-55.39,14.33,8.37,6.75,2.27,3.39,16.95,13.36,5.5,11.96,ক
-59.83,14.71,11.23,8.55,4.68,6.65,16.39,12.01,4.24,12.37,ক
-61.31,15.63,12.61,9.75,5.97,6.65,17.85,14.21,7.09,14.91,ক
-61.16,16.8,13.82,10.51,5.83,9.36,17.0,13.23,6.18,13.96,ক
-61.27,15.85,12.62,9.25,4.48,8.66,18.92,15.8,9.44,17.24,ক
-58.76,15.19,11.96,8.61,4.07,10.0,17.88,14.19,7.51,14.49,ক
-60.55,15.36,12.35,8.23,3.2,11.9,19.18,16.01,9.77,16.71,ক
-56.57,11.34,7.52,3.15,-2.17,3.3,19.41,15.99,9.09,15.55,ক
-58.0,15.67,12.47,8.69,3.88,13.52,17.55,14.44,7.78,14.88,ক
-58.86,15.84,12.64,8.9,4.43,13.14,17.43,14.18,7.65,14.76,ক
-57.65,15.02,11.37,7.4,2.86,13.15,16.77,13.44,7.0,13.99,ক
-58.4,14.4,10.35,5.91,1.22,11.79,18.9,16.14,10.64,16.55,ক
-58.94,15.03,11.33,7.09,2.39,13.63,18.21,15.42,9.86,16.17,ক
-54.98,14.04,10.37,6.03,1.71,15.57,18.88,16.09,10.5,16.7,ক
-54.25,11.81,7.44,2.73,-1.48,11.11,19.45,16.45,10.43,15.66,ক
-53.32,11.97,7.83,3.09,-1.24,12.65,18.73,15.65,9.68,14.94,ক
-53.82,13.18,9.4,5.36,0.94,15.96,18.66,15.61,9.71,15.18,ক
-61.99,13.35,9.25,4.78,1.02,2.73,18.02,15.48,9.54,16.26,ক
-61.08,13.28,8.54,4.03,-0.31,5.55,17.49,14.69,8.97,15.54,ক
-61.8,12.59,7.77,2.03,-3.01,3.0,18.54,16.28,10.57,16.65,ক
-59.86,11.3,6.35,1.1,-3.67,-1.73,19.29,17.0,11.26,16.94,ক
-60.76,13.74,9.14,3.7,-1.62,10.35,18.62,16.07,10.62,16.26,ক
-62.14,13.31,8.82,3.52,-1.59,7.59,19.94,17.72,12.56,17.72,ক
-58.29,12.48,7.67,2.15,-2.63,8.93,19.32,17.01,11.99,17.4,ক
-59.43,14.76,10.32,5.0,0.34,16.83,18.96,16.66,12.21,17.3,ক
-69.37,21.34,16.88,14.11,8.96,-28.56,22.42,17.79,11.44,15.06,ক
-68.81,20.92,16.93,13.72,8.3,-18.1,21.7,17.88,11.67,15.79,ক
-68.88,17.44,11.98,7.67,3.14,-11.42,20.56,17.33,10.05,15.75,ক
-67.13,17.71,12.54,8.57,5.37,4.01,20.48,18.11,9.97,17.39,ক
-53.7,15.84,11.35,8.06,4.9,16.53,18.0,14.84,6.58,14.81,ক
-58.24,17.52,11.72,7.63,4.03,18.65,19.46,17.1,10.11,17.71,ক
-56.54,18.5,13.26,9.1,5.06,22.57,18.76,16.41,9.56,17.11,ক
-60.05,18.2,12.9,8.55,4.39,17.73,19.93,17.48,10.83,18.06,ক
-60.13,18.56,13.55,9.08,4.54,18.54,20.18,17.88,11.18,18.61,ক
-57.79,16.23,10.76,6.73,2.82,15.07,20.0,17.47,10.69,17.93,ক
-59.28,17.07,11.57,7.05,2.4,16.55,19.96,17.26,10.76,17.94,ক
-55.97,17.37,12.09,8.03,4.14,20.98,19.55,17.24,10.72,18.06,ক
-57.56,15.0,9.28,4.84,0.94,17.12,20.46,18.17,11.42,18.14,ক
-52.2,15.49,9.98,5.97,2.05,20.6,19.81,17.65,11.14,17.82,ক
-52.93,15.23,9.94,6.32,2.64,21.16,19.57,17.19,10.66,17.11,ক
-54.72,16.37,11.62,7.82,3.48,23.35,20.76,18.54,12.32,18.75,ক
-53.5,14.91,9.42,4.61,-0.16,19.86,20.21,17.63,11.74,18.4,ক
-54.19,15.54,9.51,4.68,0.07,21.95,20.87,18.59,12.29,18.73,ক
-54.11,14.01,7.61,2.73,-1.65,17.09,19.64,17.0,10.51,16.93,ক
-60.65,15.16,8.93,3.91,-0.5,11.68,20.0,17.39,11.24,17.52,ক
-62.12,15.75,10.17,6.0,1.2,10.72,20.32,17.88,12.25,18.9,ক
-60.24,16.22,10.45,5.65,1.02,14.81,20.31,17.66,11.79,18.05,ক
-60.3,15.84,10.33,5.83,1.1,14.27,21.32,19.06,13.45,19.71,ক
-61.96,15.98,10.37,5.6,1.16,14.15,20.97,18.57,13.1,19.31,ক
-61.28,16.06,10.32,5.82,1.25,14.63,20.96,18.54,13.16,19.11,ক
-60.94,22.44,17.43,16.56,13.54,19.8,13.79,9.98,0.84,12.5,ক
-53.12,21.07,15.65,14.37,11.18,25.62,15.23,11.7,2.21,13.27,ক
-60.56,18.05,11.49,8.67,4.7,11.52,17.17,14.23,5.9,15.66,ক
-62.39,18.51,11.93,9.52,5.74,-0.69,15.94,12.3,3.4,13.93,ক
-64.05,17.83,11.4,9.12,5.44,0.63,17.54,14.05,5.41,15.39,ক
-61.4,17.6,11.43,9.4,5.99,8.25,17.31,13.93,5.34,15.36,ক
-60.96,17.62,11.34,9.17,5.65,8.04,17.22,13.93,5.88,15.5,ক
-64.79,18.45,12.3,9.55,5.13,8.17,19.36,16.73,9.25,18.63,ক
-60.21,18.59,12.74,10.39,6.53,19.13,18.87,15.86,8.3,16.99,ক
-58.99,16.5,9.92,7.41,3.72,12.2,17.97,14.56,6.63,15.38,ক
-60.76,17.65,11.22,8.65,4.41,15.35,18.63,15.62,7.77,16.6,ক
-58.06,16.8,10.12,7.52,4.02,15.93,17.77,14.49,6.35,15.17,ক
-58.13,16.52,10.28,8.03,4.17,13.67,17.98,14.75,6.8,15.78,ক
-58.72,17.51,11.49,9.11,4.6,16.18,18.36,15.37,7.93,16.77,ক
-58.63,16.53,10.0,7.39,3.29,14.54,19.04,16.07,8.23,16.71,ক
-58.87,16.12,9.49,6.54,2.49,14.85,19.05,16.16,8.6,17.05,ক
-59.46,16.7,10.11,7.55,3.53,15.04,18.76,15.84,8.49,16.69,ক
-56.6,13.56,9.14,4.19,0.6,13.16,16.47,14.1,6.0,15.68,ক
-57.91,14.33,9.93,4.32,-0.12,14.87,17.58,15.29,7.28,16.54,ক
-56.52,13.69,9.3,3.71,-0.4,14.13,17.21,14.68,7.02,16.15,ক
-59.1,15.75,11.29,6.08,1.58,20.8,16.05,13.23,5.88,14.56,ক
-55.53,13.55,9.64,4.21,-0.59,13.38,17.01,13.46,5.94,14.99,ক
-55.89,10.55,4.86,-1.49,-5.88,8.36,17.49,14.0,5.72,14.18,ক
-57.39,13.06,8.49,2.42,-2.64,12.71,17.58,14.62,7.12,15.72,ক
-59.84,12.05,7.32,2.03,-2.56,8.34,18.2,15.36,7.93,15.94,ক
-58.15,11.3,5.89,-0.51,-5.7,7.0,18.21,15.26,8.06,15.87,ক
-58.04,11.61,6.03,-0.77,-5.9,10.55,17.4,14.43,7.24,14.8,ক
-57.17,12.25,7.22,0.61,-5.06,12.52,17.13,14.47,7.44,14.67,ক
-59.92,-24.95,-32.31,-26.62,-24.92,-158.5,-35.24,-59.1,-75.25,-83.07,খ
-66.29,-26.58,-32.2,-24.97,-21.01,-162.8,-41.07,-66.66,-80.29,-86.33,খ
-64.87,-26.42,-32.26,-25.29,-22.29,-142.25,-39.76,-64.85,-78.97,-85.03,খ
-62.76,-27.44,-34.21,-27.11,-23.69,-149.78,-38.12,-63.92,-78.71,-85.8,খ
-68.39,-24.82,-29.54,-22.42,-19.07,-157.45,-42.18,-67.14,-80.45,-85.33,খ
-64.99,-28.19,-34.68,-26.39,-21.15,-156.1,-38.76,-65.85,-81.26,-87.69,খ
-68.88,-25.98,-31.89,-24.25,-20.26,-165.03,-40.92,-66.82,-80.94,-86.84,খ
-69.61,-25.66,-31.22,-24.06,-20.31,-165.44,-41.06,-66.57,-80.74,-86.59,খ
-68.25,-24.95,-30.64,-23.27,-19.61,-171.56,-40.85,-66.4,-80.67,-86.12,খ
-70.41,-24.88,-29.82,-22.8,-19.26,-169.3,-41.79,-67.09,-80.83,-86.17,খ
-70.22,-26.0,-31.22,-23.94,-19.83,-169.74,-41.78,-67.73,-81.57,-86.95,খ
-70.32,-26.56,-31.96,-25.05,-21.11,-164.34,-41.54,-67.59,-81.9,-87.89,খ
-63.81,-25.51,-32.28,-25.78,-24.01,-159.25,-35.97,-60.1,-75.1,-81.55,খ
-67.82,-25.22,-31.01,-23.87,-20.95,-164.7,-39.6,-64.66,-79.34,-85.15,খ
-68.26,-26.03,-31.79,-24.82,-21.82,-164.35,-40.31,-65.56,-79.58,-85.89,খ
-66.29,-27.03,-33.74,-26.95,-23.65,-157.25,-37.99,-64.2,-79.47,-86.88,খ
-69.03,-26.85,-33.04,-26.32,-22.74,-160.62,-39.68,-65.96,-80.87,-88.18,খ
-68.17,-27.38,-33.75,-26.95,-23.71,-158.33,-38.64,-64.52,-79.61,-87.26,খ
-69.48,-27.72,-34.09,-27.08,-23.01,-160.24,-39.88,-66.58,-81.73,-89.01,খ
-51.97,-20.05,-29.74,-26.7,-26.84,-150.93,-28.49,-50.77,-67.58,-72.33,খ
-54.92,-21.74,-31.2,-27.53,-27.09,-147.53,-29.54,-53.25,-70.63,-76.0,খ
-52.47,-23.12,-33.87,-30.57,-29.99,-144.38,-27.06,-51.07,-68.98,-75.52,খ
-55.21,-22.89,-32.13,-27.96,-26.78,-148.14,-30.2,-54.85,-71.92,-77.14,খ
-54.33,-23.02,-32.97,-28.79,-27.15,-149.56,-29.21,-54.05,-72.35,-78.05,খ
-57.23,-23.87,-32.4,-27.7,-26.22,-148.89,-31.57,-56.8,-73.41,-78.31,খ
-54.26,-21.95,-30.6,-26.06,-24.35,-156.67,-31.97,-56.35,-73.31,-78.12,খ
-56.68,-24.02,-32.48,-27.61,-25.89,-150.91,-32.25,-57.53,-74.41,-79.32,খ
-61.34,-22.23,-29.7,-24.06,-21.87,-160.68,-33.85,-58.49,-75.08,-78.55,খ
-59.82,-22.98,-31.77,-27.91,-25.91,-158.57,-31.29,-55.84,-73.67,-79.11,খ
-59.1,-22.1,-30.72,-26.77,-25.65,-159.63,-30.59,-54.45,-71.92,-76.73,খ
-51.62,-21.57,-33.94,-30.6,-28.92,-144.25,-23.85,-50.1,-74.73,-78.6,খ
-51.17,-22.09,-34.02,-30.34,-28.51,-145.64,-24.62,-50.76,-74.02,-77.36,খ
-52.05,-19.48,-30.97,-27.9,-26.44,-151.19,-23.7,-48.77,-72.95,-76.64,খ
-53.0,-20.35,-31.5,-27.61,-25.13,-160.95,-26.66,-52.95,-76.6,-79.62,খ
-52.52,-20.49,-31.94,-28.57,-26.62,-155.25,-24.76,-50.45,-74.33,-77.78,খ
-56.64,-20.33,-29.74,-26.44,-25.38,-156.92,-27.83,-52.82,-73.85,-76.0,খ
-58.28,-21.81,-32.23,-28.18,-25.94,-154.12,-27.38,-53.58,-76.42,-78.87,খ
-58.32,-19.37,-28.53,-24.85,-23.57,-160.86,-28.71,-53.7,-74.84,-76.75,খ
-59.49,-19.03,-27.99,-23.53,-21.55,-162.1,-29.12,-54.82,-76.28,-77.99,খ
-59.35,-21.43,-31.1,-26.4,-23.57,-155.59,-27.81,-54.7,-77.36,-79.5,খ
-61.28,-23.6,-33.41,-27.94,-24.54,-151.59,-28.89,-57.05,-80.2,-82.09,খ
-62.26,-20.01,-28.71,-23.71,-21.27,-165.9,-31.48,-58.37,-79.3,-81.13,খ
-60.42,-21.51,-31.5,-27.26,-24.82,-155.17,-28.25,-54.74,-76.78,-79.78,খ
-61.0,-21.96,-31.26,-26.15,-23.51,-155.83,-29.3,-56.36,-77.63,-79.83,খ
-57.53,-16.09,-23.64,-19.51,-18.79,-171.09,-30.25,-54.06,-72.95,-73.95,খ
-57.84,-20.84,-31.33,-27.78,-25.92,-154.29,-26.31,-52.05,-74.48,-78.01,খ
-63.34,-20.83,-28.5,-22.83,-20.27,-162.64,-31.83,-58.28,-78.17,-78.79,খ
-54.23,-21.74,-33.92,-31.51,-30.35,-149.39,-22.83,-47.51,-70.93,-75.78,খ
-62.57,-20.99,-29.43,-24.59,-22.2,-156.68,-30.64,-56.74,-76.96,-78.91,খ
-61.45,-17.18,-24.8,-20.58,-18.86,-175.79,-31.45,-55.42,-74.5,-76.26,খ
-62.87,-21.69,-29.74,-23.54,-20.19,-161.17,-32.03,-59.33,-79.33,-81.1,খ
-57.34,-21.93,-31.96,-28.06,-25.62,-153.97,-28.95,-54.96,-76.56,-80.15,খ
-58.47,-19.95,-28.15,-23.53,-21.21,-159.52,-30.67,-56.4,-76.47,-78.46,খ
-57.75,-21.27,-30.82,-26.51,-23.88,-156.9,-28.32,-54.37,-75.84,-78.7,খ
-58.75,-21.35,-30.68,-25.87,-23.02,-159.39,-29.27,-55.79,-77.18,-79.53,খ
-60.96,-21.6,-30.26,-24.92,-21.6,-162.32,-31.21,-58.51,-79.52,-81.81,খ
-60.97,-20.31,-28.64,-23.7,-21.06,-160.98,-30.81,-56.93,-77.68,-79.7,খ
-60.23,-22.08,-31.3,-26.41,-23.48,-156.76,-29.59,-56.52,-78.02,-80.66,খ
-60.9,-21.9,-30.59,-25.27,-21.93,-159.75,-30.82,-58.26,-79.16,-81.21,খ
-59.58,-22.5,-31.05,-25.49,-21.91,-153.24,-31.08,-58.7,-80.38,-82.6,খ
-58.6,-22.87,-31.92,-26.6,-22.94,-153.55,-30.25,-57.89,-79.53,-81.77,খ
-65.31,-20.93,-28.9,-23.62,-20.53,-156.75,-31.94,-59.12,-79.71,-81.86,খ
-62.83,-19.19,-26.99,-22.12,-19.5,-165.31,-32.25,-58.62,-78.39,-80.06,খ
-65.15,-21.22,-29.18,-23.63,-20.1,-160.35,-32.68,-60.42,-80.6,-81.71,খ
-64.87,-20.08,-27.41,-21.91,-18.62,-161.27,-32.65,-59.73,-80.13,-81.13,খ
-63.82,-20.97,-28.95,-23.06,-19.56,-165.26,-32.78,-60.56,-81.18,-82.46,খ
-67.86,-21.59,-28.88,-22.9,-19.34,-163.41,-34.15,-61.9,-82.31,-83.5,খ
-65.69,-20.81,-28.56,-22.6,-18.78,-167.46,-33.14,-61.14,-81.84,-83.23,খ
-69.37,-21.47,-28.27,-21.81,-18.05,-166.19,-35.03,-63.13,-82.86,-83.55,খ
-68.0,-21.7,-28.97,-22.53,-18.14,-169.41,-35.03,-63.6,-84.65,-85.81,খ
-69.78,-21.87,-28.36,-21.63,-17.27,-165.67,-35.51,-64.6,-84.59,-85.12,খ
-69.65,-21.66,-28.26,-21.54,-17.52,-164.02,-35.2,-63.84,-83.79,-84.44,খ
-65.4,-18.0,-23.72,-18.4,-17.87,-165.15,-35.42,-61.11,-78.31,-80.46,খ
-63.0,-21.38,-30.99,-26.57,-25.13,-158.86,-29.74,-56.76,-77.67,-82.42,খ
-63.61,-21.04,-30.24,-25.79,-24.36,-159.6,-30.06,-56.86,-77.28,-81.84,খ
-61.18,-22.24,-32.64,-29.01,-27.93,-154.24,-27.9,-54.28,-75.96,-81.8,খ
-63.77,-20.68,-29.73,-25.4,-23.61,-163.15,-30.95,-57.81,-78.42,-82.52,খ
-62.67,-21.89,-31.86,-27.67,-26.62,-155.64,-28.98,-55.7,-76.64,-82.1,খ
-62.03,-22.02,-32.32,-28.78,-27.55,-155.3,-28.61,-54.92,-76.89,-82.45,খ
-61.76,-21.9,-32.0,-28.32,-27.29,-154.73,-28.13,-54.94,-76.47,-81.8,খ
