p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-28.52,6.65,1.76,-2.25,-12.47,-103.97,23.09,15.95,8.64,19.21,অ
-28.83,6.43,1.42,-2.91,-13.15,-102.93,23.19,15.89,8.67,19.51,অ
-30.2,6.67,1.88,-2.3,-12.74,-102.52,22.96,15.72,8.39,19.12,অ
-29.31,6.02,1.04,-3.43,-13.77,-102.24,23.32,16.17,9.08,19.61,অ
-29.71,6.45,1.54,-2.75,-13.2,-101.99,23.38,16.3,9.04,19.6,অ
-29.54,6.3,1.27,-3.17,-13.59,-102.21,23.13,15.88,8.8,19.38,অ
-30.0,6.66,1.81,-2.47,-12.72,-102.54,23.34,16.13,8.91,19.62,অ
-30.12,6.53,1.56,-2.66,-13.06,-102.18,22.97,15.77,8.54,19.37,অ
-29.45,5.84,0.85,-3.38,-13.66,-101.65,23.19,15.98,8.84,19.45,অ
-29.34,6.24,1.15,-3.34,-13.82,-101.51,23.07,15.8,8.8,19.57,অ
-29.59,6.06,1.16,-3.41,-14.04,-102.2,23.3,16.06,9.13,19.71,অ
-29.67,5.91,0.69,-3.58,-13.98,-102.28,23.39,16.25,9.38,19.7,অ
-28.75,5.82,0.82,-3.43,-13.72,-102.59,23.04,15.75,8.85,19.19,অ
-28.91,5.97,0.89,-3.57,-13.98,-102.12,22.76,15.53,8.57,19.08,অ
-28.38,5.81,0.94,-3.4,-13.73,-103.0,22.92,15.57,8.73,19.2,অ
-33.81,17.5,12.88,10.99,0.07,-120.53,26.31,20.99,11.9,26.6,অ
-33.04,15.94,11.97,9.96,-0.85,-119.03,25.85,20.72,11.62,25.94,অ
-32.66,15.54,11.42,9.09,-2.14,-118.36,26.47,21.15,12.46,26.49,অ
-31.58,15.58,11.1,8.6,-2.47,-119.73,26.63,21.36,12.35,26.48,অ
-33.92,15.37,10.88,8.39,-2.45,-118.25,26.21,21.09,12.18,26.15,অ
-36.09,16.81,13.39,11.23,0.18,-116.86,25.48,20.27,11.12,25.12,অ
-35.03,13.35,8.85,6.5,-3.43,-112.56,22.98,16.42,6.64,20.85,অ
-35.85,14.74,10.56,7.89,-2.99,-115.09,24.57,18.71,9.62,24.01,অ
-32.0,11.94,6.75,3.36,-7.53,-115.39,25.26,19.15,10.44,24.32,অ
-34.98,13.52,9.02,5.84,-5.07,-115.15,23.54,17.53,8.67,22.93,অ
-32.9,12.21,7.3,4.3,-6.56,-114.34,25.23,19.36,10.95,24.66,অ
-35.59,13.3,9.13,6.93,-3.78,-113.21,25.02,19.24,10.44,24.32,অ
-33.22,10.89,5.85,2.78,-7.73,-111.76,24.62,18.5,9.91,23.46,অ
-35.25,11.34,6.94,4.09,-6.78,-111.98,24.43,18.53,9.88,23.48,অ
-33.33,12.76,7.99,4.41,-6.5,-111.76,24.36,18.64,9.88,23.01,অ
-34.7,13.12,9.02,6.35,-4.4,-113.46,24.86,19.24,10.46,24.15,অ
-28.28,12.4,7.81,4.86,-6.4,-116.47,25.8,20.45,12.08,25.32,অ
-31.16,13.89,9.46,6.67,-4.88,-120.26,25.28,19.9,11.91,25.37,অ
-31.18,12.65,7.76,4.83,-6.23,-117.15,24.61,18.9,10.84,24.01,অ
-30.7,12.84,8.03,4.91,-6.75,-119.78,25.9,20.47,12.67,26.01,অ
-32.13,13.13,8.57,5.82,-5.6,-117.74,24.81,19.09,11.19,24.63,অ
-31.59,13.0,8.35,5.47,-6.01,-118.34,25.11,19.55,11.64,25.01,অ
-32.58,13.56,8.99,5.53,-5.37,-117.85,24.73,18.87,10.83,24.21,অ
-32.7,13.06,8.32,5.54,-5.86,-118.61,25.19,19.77,11.95,25.38,অ
-29.15,12.45,7.81,4.65,-6.49,-116.97,25.33,19.28,11.36,24.24,অ
-31.13,13.61,8.91,6.39,-5.17,-119.74,26.01,20.71,13.12,26.51,অ
-27.07,9.16,3.95,1.59,-9.22,-115.99,26.19,20.34,12.94,25.94,অ
-27.85,13.91,8.26,4.85,-5.05,-117.74,26.19,20.53,11.02,22.61,অ
-28.32,14.83,9.23,5.72,-4.36,-119.63,26.88,21.46,11.99,23.32,অ
-29.21,14.88,9.05,5.52,-4.61,-119.36,26.67,21.01,11.63,22.89,অ
-29.57,12.77,7.03,3.43,-6.59,-116.38,26.05,20.33,10.87,21.9,অ
-28.44,12.24,6.3,2.59,-7.52,-117.62,27.19,21.69,12.6,23.45,অ
-29.22,13.11,7.66,4.01,-6.46,-118.68,27.23,21.76,12.84,23.89,অ
