p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label,label_encoded
-30.09,-9.63,-24.5,-33.54,-29.55,-97.18,27.3,17.66,22.72,24.17,এ,6
-31.65,-9.34,-24.39,-33.73,-29.9,-97.63,26.78,16.71,21.82,23.03,এ,6
-31.59,-9.67,-24.86,-33.97,-30.04,-98.27,27.5,18.1,23.45,24.95,এ,6
-31.91,-8.99,-24.12,-33.75,-29.89,-100.1,27.86,18.64,24.42,25.54,এ,6
-32.57,-8.91,-24.02,-33.62,-30.02,-98.6,27.69,18.05,23.7,24.86,এ,6
-32.76,-9.38,-24.52,-33.96,-30.06,-98.06,27.61,17.84,23.24,24.42,এ,6
-32.85,-10.43,-25.54,-35.24,-31.06,-94.82,26.46,16.31,21.43,22.69,এ,6
-31.5,-9.49,-24.66,-34.5,-30.49,-97.65,27.15,17.19,22.11,23.06,এ,6
-32.17,-8.92,-24.13,-34.23,-30.94,-99.56,28.26,19.09,24.75,25.42,এ,6
-34.01,-9.14,-23.97,-33.1,-28.78,-96.35,26.0,15.83,20.54,22.15,এ,6
-32.59,-10.37,-25.73,-35.38,-31.4,-96.35,26.95,16.98,21.84,22.77,এ,6
-34.71,-8.23,-22.92,-32.19,-28.37,-98.87,27.22,17.26,22.52,23.6,এ,6
-34.02,-9.01,-24.22,-33.94,-30.15,-98.77,27.52,17.65,23.12,24.01,এ,6
-35.16,-8.59,-23.8,-33.41,-29.71,-98.23,27.1,17.07,22.62,23.63,এ,6
-32.46,-9.38,-24.5,-34.04,-29.89,-99.35,27.82,18.2,23.15,23.85,এ,6
-33.9,-8.39,-23.52,-32.82,-28.81,-101.8,28.99,19.52,25.16,25.56,এ,6
-34.31,-9.66,-25.38,-35.14,-31.23,-97.6,27.04,17.43,23.44,23.73,এ,6
-35.14,-8.64,-23.87,-33.22,-29.22,-99.13,27.61,17.86,23.92,24.41,এ,6
-35.93,-7.93,-23.54,-33.46,-29.97,-99.88,27.4,17.39,23.4,23.89,এ,6
-34.86,-9.12,-24.49,-34.13,-30.16,-97.94,26.79,16.82,22.95,23.55,এ,6
-33.85,-9.2,-24.65,-34.35,-30.31,-99.6,28.49,19.02,25.43,25.6,এ,6
-34.0,-9.03,-24.26,-33.91,-30.21,-99.46,28.57,18.96,25.4,25.51,এ,6
-32.46,-8.88,-23.84,-33.35,-29.63,-100.65,29.22,19.82,26.23,26.57,এ,6
-33.1,-8.77,-24.58,-34.74,-31.2,-100.33,28.17,18.47,24.67,24.93,এ,6
-33.6,-8.4,-23.96,-34.15,-30.62,-101.47,28.67,19.12,25.4,25.57,এ,6
-36.56,-6.35,-21.26,-30.25,-26.38,-103.35,28.79,19.08,25.14,25.67,এ,6
-36.03,-7.43,-22.33,-31.58,-27.65,-100.96,28.08,18.09,23.77,24.23,এ,6
-33.94,-8.18,-23.01,-32.11,-27.83,-100.51,27.8,17.75,22.48,22.94,এ,6
-29.92,-8.24,-23.27,-33.14,-29.18,-102.28,28.31,18.43,23.27,23.95,এ,6
-37.06,-6.77,-21.47,-29.83,-24.03,-101.81,24.81,14.92,21.04,21.78,এ,6
-36.49,-8.21,-22.94,-31.31,-25.95,-99.08,25.34,15.29,21.23,21.93,এ,6
-43.45,-10.25,-22.59,-31.09,-25.85,-101.46,26.91,15.66,20.42,20.66,এ,6
-43.28,-11.18,-23.82,-32.49,-27.0,-99.76,26.35,15.71,21.27,21.55,এ,6
-44.59,-12.08,-25.59,-33.93,-28.15,-95.35,23.87,12.49,17.32,17.73,এ,6
-47.88,-9.25,-22.19,-30.21,-24.87,-97.39,23.28,11.5,16.24,16.71,এ,6
-45.7,-11.56,-25.11,-33.54,-27.81,-95.48,23.25,11.63,15.98,16.3,এ,6
-45.78,-10.78,-24.71,-33.37,-28.18,-98.3,24.01,13.0,17.87,17.89,এ,6
-46.64,-10.82,-24.56,-32.92,-27.13,-96.23,22.71,11.07,15.61,16.03,এ,6
-45.03,-11.99,-26.24,-34.74,-29.59,-95.18,22.9,11.44,15.95,16.18,এ,6
-43.89,-12.16,-26.52,-34.94,-29.36,-97.58,24.51,13.7,18.74,18.68,এ,6
-42.87,-7.92,-18.14,-25.86,-24.05,-99.49,16.64,5.84,14.02,16.61,এ,6
-42.03,-9.76,-22.06,-29.36,-28.03,-96.33,16.21,5.18,11.82,11.44,এ,6
-41.75,-10.18,-22.61,-29.97,-28.69,-96.18,16.01,5.2,11.83,11.55,এ,6
-40.82,-10.5,-23.05,-30.58,-29.17,-96.73,16.56,5.86,12.59,12.09,এ,6
-41.09,-10.99,-23.79,-31.26,-29.77,-94.26,15.4,4.32,10.7,10.19,এ,6
-40.52,-11.39,-24.09,-31.56,-30.1,-94.31,15.53,4.73,11.12,10.73,এ,6
-40.45,-11.58,-24.41,-31.93,-30.3,-93.83,15.44,4.39,10.61,10.19,এ,6
-40.24,-11.42,-24.12,-31.52,-30.27,-94.87,15.88,5.08,11.69,10.99,এ,6
-40.14,-11.41,-23.95,-31.5,-30.15,-94.21,15.88,5.07,11.56,10.93,এ,6
-39.83,-11.54,-24.42,-31.96,-30.56,-95.14,16.34,5.64,12.19,11.55,এ,6
-40.77,-11.08,-23.87,-31.29,-29.92,-95.43,15.67,4.59,11.21,10.87,এ,6
-39.0,-12.44,-25.69,-33.36,-31.71,-94.49,15.76,5.11,11.61,10.74,এ,6
-39.82,-11.1,-23.79,-31.5,-30.17,-97.45,16.97,6.55,13.34,12.51,এ,6
-37.57,-12.98,-26.37,-34.27,-33.18,-95.74,16.9,6.51,13.44,12.63,এ,6
-36.7,-13.19,-26.67,-34.66,-32.98,-95.85,17.31,7.39,13.92,12.74,এ,6
-35.91,-13.63,-27.33,-35.33,-33.91,-95.95,17.65,8.01,14.53,13.12,এ,6
-35.02,-14.66,-29.0,-37.04,-35.43,-95.02,17.25,7.62,14.34,12.6,এ,6
-35.03,-14.53,-28.95,-37.48,-36.01,-96.01,17.73,8.12,14.69,12.47,এ,6
-30.78,-17.86,-33.6,-42.9,-41.88,-94.79,18.75,10.47,17.61,15.18,এ,6
-37.08,-13.07,-27.29,-35.68,-34.14,-96.68,17.21,7.26,13.53,11.75,এ,6
-36.72,-13.33,-27.66,-35.66,-34.2,-96.87,17.59,7.77,14.05,12.53,এ,6
-36.16,-14.03,-28.63,-36.83,-35.4,-95.93,17.45,7.81,14.28,12.63,এ,6
-37.08,-12.2,-26.64,-34.69,-33.38,-98.16,16.9,6.27,12.48,10.86,এ,6
-38.94,-12.75,-27.73,-35.51,-33.72,-92.69,13.42,1.61,5.58,4.47,এ,6
-37.37,-13.6,-28.28,-36.23,-34.66,-93.81,15.42,4.21,8.24,7.24,এ,6
-36.78,-13.28,-28.22,-36.63,-35.47,-96.08,16.64,5.83,10.38,9.39,এ,6
-37.01,-13.1,-28.3,-37.03,-35.71,-97.02,17.07,6.49,11.07,9.83,এ,6
-36.71,-12.01,-26.24,-34.26,-32.76,-101.87,19.04,9.32,14.52,13.17,এ,6
-36.23,-13.12,-27.64,-35.64,-34.27,-98.35,17.88,8.21,13.38,12.05,এ,6
-36.11,-13.06,-27.6,-36.02,-34.88,-98.92,18.07,8.2,13.35,11.91,এ,6
-36.08,-12.65,-27.49,-35.93,-34.86,-100.25,18.54,9.11,14.7,13.03,এ,6
-35.37,-13.18,-28.12,-36.68,-35.81,-100.02,18.93,9.9,15.66,13.84,এ,6
-36.21,-13.24,-28.15,-36.19,-35.08,-99.13,18.03,8.52,13.98,12.04,এ,6
-36.39,-12.43,-27.11,-35.18,-33.99,-100.83,18.85,9.59,15.24,13.66,এ,6
-34.5,-14.29,-29.96,-38.67,-37.5,-99.0,18.22,9.25,14.81,12.6,এ,6
-35.48,-13.33,-28.35,-36.91,-35.71,-99.53,18.42,9.09,14.69,12.86,এ,6
-34.81,-14.25,-29.71,-38.37,-37.31,-98.23,18.15,8.97,14.52,12.81,এ,6
-34.9,-14.21,-29.62,-38.2,-37.24,-98.13,18.09,8.95,14.75,12.88,এ,6
-37.76,-13.12,-25.28,-32.52,-31.11,-93.55,16.07,4.26,6.19,11.32,এ,6
-38.07,-13.42,-25.83,-33.3,-32.42,-92.07,15.58,3.34,4.99,10.12,এ,6
-37.34,-14.24,-27.38,-35.08,-33.69,-93.14,16.06,4.15,5.47,10.28,এ,6
-37.62,-13.8,-27.11,-35.04,-34.04,-94.17,16.26,4.36,5.44,9.96,এ,6
-37.29,-14.82,-28.43,-36.57,-35.2,-92.95,15.49,3.29,4.47,8.83,এ,6
-37.31,-15.08,-29.09,-37.12,-35.89,-93.04,15.39,3.16,4.21,8.32,এ,6
-36.28,-15.21,-29.41,-37.49,-36.65,-94.31,15.85,3.99,5.25,9.09,এ,6
-37.84,-14.91,-29.35,-37.29,-36.36,-93.31,15.29,3.59,4.19,8.23,এ,6
-37.84,-14.77,-29.08,-36.78,-35.64,-94.43,16.31,4.71,5.7,9.47,এ,6
-38.27,-15.24,-30.32,-37.85,-36.75,-93.29,15.15,3.2,3.98,7.62,এ,6
-37.94,-15.46,-30.73,-38.35,-37.52,-93.83,15.46,3.76,4.88,8.26,এ,6
-37.96,-15.76,-31.13,-38.79,-37.82,-92.77,15.02,3.12,4.11,7.58,এ,6
-37.75,-15.69,-31.06,-38.75,-37.95,-92.85,15.28,3.49,4.4,8.05,এ,6
-37.38,-15.99,-31.6,-39.25,-38.39,-93.14,15.4,3.79,4.91,8.13,এ,6
-37.42,-16.34,-31.77,-39.07,-38.08,-91.66,14.89,3.23,4.28,7.55,এ,6
-37.22,-16.27,-31.72,-39.08,-38.34,-92.73,15.47,3.78,5.01,8.24,এ,6
-37.35,-16.07,-31.66,-39.29,-38.47,-92.86,15.2,3.81,4.73,7.95,এ,6
-37.08,-16.17,-31.85,-39.58,-38.88,-92.86,15.23,3.8,4.68,7.65,এ,6
-36.94,-16.2,-31.89,-39.61,-39.03,-92.24,14.79,3.22,4.08,7.16,এ,6
-35.85,-17.1,-33.05,-41.13,-40.43,-93.04,15.16,4.05,4.77,7.45,এ,6
-37.69,-15.39,-30.73,-38.23,-37.37,-95.32,16.09,4.87,6.31,9.67,এ,6
-40.25,-12.11,-26.25,-33.83,-33.76,-94.04,16.99,5.6,3.79,5.81,এ,6
-42.91,-17.58,-25.98,-32.48,-32.79,-94.41,14.87,5.83,10.31,15.82,এ,6
-41.84,-17.93,-26.87,-33.7,-34.22,-95.64,15.75,6.82,11.4,16.64,এ,6
-40.73,-19.22,-28.57,-35.84,-36.38,-93.25,14.58,5.43,9.6,14.57,এ,6
-40.82,-19.29,-28.19,-35.21,-35.34,-94.56,14.9,5.9,10.39,15.41,এ,6
-41.39,-19.19,-28.42,-36.01,-36.25,-95.34,15.11,6.06,10.29,15.08,এ,6
-40.78,-19.85,-29.38,-37.06,-37.48,-93.45,14.97,5.94,9.97,14.59,এ,6
-41.21,-20.05,-29.91,-37.68,-37.81,-92.99,14.48,4.91,8.1,12.71,এ,6
-40.56,-20.58,-29.81,-37.46,-37.56,-93.2,15.47,6.46,10.35,14.84,এ,6
-39.97,-20.58,-30.06,-37.85,-38.21,-93.61,15.57,6.95,10.72,15.38,এ,6
-40.47,-20.53,-30.26,-38.29,-38.61,-93.81,15.43,6.42,10.13,14.46,এ,6
-40.1,-21.13,-30.59,-38.53,-38.63,-92.79,15.28,6.32,10.35,14.79,এ,6
-40.44,-20.71,-30.56,-38.53,-38.93,-93.34,15.5,6.48,10.59,14.77,এ,6
-40.02,-21.23,-30.92,-38.95,-38.9,-93.42,15.44,6.37,10.39,14.54,এ,6
-40.05,-21.4,-31.14,-39.11,-39.18,-93.11,15.63,6.52,10.28,14.35,এ,6
-39.62,-21.76,-32.07,-40.56,-40.95,-92.47,15.03,5.86,9.69,13.41,এ,6
-39.26,-21.72,-31.63,-39.87,-40.2,-92.88,15.8,6.82,10.72,14.33,এ,6
-39.61,-21.91,-32.36,-40.4,-40.56,-91.96,15.26,6.0,9.63,13.54,এ,6
-40.55,-20.75,-30.62,-38.48,-38.94,-93.93,16.37,7.46,11.25,15.06,এ,6
-39.9,-21.63,-32.01,-40.18,-40.28,-91.94,14.97,5.68,8.86,12.99,এ,6
-40.36,-20.78,-31.42,-40.0,-40.42,-93.91,16.01,7.09,10.39,13.98,এ,6
-39.88,-21.54,-31.75,-39.95,-40.42,-91.85,15.81,6.75,10.43,14.22,এ,6
-39.01,-22.01,-32.3,-40.45,-40.63,-91.83,15.74,6.74,9.87,13.6,এ,6
-38.74,-21.78,-31.93,-40.19,-40.59,-94.19,16.3,7.77,10.78,14.66,এ,6
-39.57,-21.9,-32.18,-40.38,-40.5,-92.03,15.5,6.66,10.15,14.19,এ,6
-39.95,-21.42,-31.92,-40.45,-41.04,-92.19,15.51,6.62,10.27,14.14,এ,6
-39.95,-21.72,-32.19,-40.49,-41.01,-92.01,15.28,6.3,10.16,13.89,এ,6
-40.45,-21.04,-31.24,-39.71,-40.26,-92.87,15.8,6.95,10.71,14.74,এ,6
-40.42,-21.24,-31.76,-40.06,-40.41,-92.69,15.6,6.62,10.29,14.08,এ,6
-39.91,-21.26,-31.79,-40.11,-40.63,-92.57,15.95,7.21,11.34,15.24,এ,6
-40.84,-20.84,-31.35,-39.75,-40.46,-93.09,15.79,6.79,10.26,13.98,এ,6
-41.88,-20.13,-30.62,-38.85,-39.43,-93.26,15.56,6.43,10.09,14.12,এ,6
-40.79,-21.68,-32.5,-40.68,-40.65,-90.48,14.42,4.99,8.06,12.25,এ,6
-42.03,-20.18,-30.66,-38.77,-39.0,-92.35,15.15,5.72,8.99,13.18,এ,6
-40.86,-21.25,-31.98,-39.87,-40.0,-92.47,15.77,6.95,10.36,14.71,এ,6
-44.48,-17.59,-26.64,-33.93,-34.04,-96.62,16.78,7.79,11.1,15.52,এ,6
-45.05,-18.47,-28.43,-35.92,-35.87,-92.9,14.03,4.13,6.65,11.6,এ,6
-43.33,-19.73,-30.15,-38.35,-38.55,-92.67,14.71,5.04,8.04,12.3,এ,6
-43.3,-19.07,-29.1,-37.14,-37.81,-95.78,16.42,7.36,10.99,15.54,এ,6
-43.61,-19.79,-30.26,-37.97,-37.96,-92.38,14.74,4.9,7.95,12.55,এ,6
-43.9,-19.44,-29.71,-37.17,-36.96,-94.71,15.11,5.58,8.62,12.15,এ,6
-43.33,-20.47,-31.45,-39.43,-39.32,-90.98,14.22,4.29,6.12,10.72,এ,6
-41.71,-21.29,-32.24,-40.19,-40.12,-91.34,15.19,6.03,8.11,12.64,এ,6
-43.38,-19.39,-29.61,-37.7,-37.65,-94.72,16.12,7.03,9.41,13.98,এ,6
-42.2,-20.73,-31.41,-39.8,-39.92,-93.1,15.84,6.65,8.85,13.48,এ,6
-43.05,-19.88,-30.57,-38.83,-39.07,-94.53,16.03,6.76,9.21,13.56,এ,6
-42.28,-20.47,-31.26,-39.5,-39.52,-93.76,15.9,6.72,9.14,13.34,এ,6
-42.35,-20.33,-30.92,-39.28,-39.84,-94.01,16.34,7.27,10.23,14.69,এ,6
-42.14,-20.92,-31.73,-39.72,-40.08,-93.14,16.13,6.94,9.9,14.37,এ,6
-42.41,-20.38,-30.9,-38.9,-39.11,-93.86,16.36,7.43,10.17,14.74,এ,6
-42.98,-15.04,-25.94,-31.41,-25.57,-93.24,17.77,6.95,13.18,15.01,এ,6
-43.77,-14.63,-25.81,-31.34,-25.83,-93.83,17.44,6.5,12.52,14.3,এ,6
-42.41,-16.47,-27.73,-33.28,-27.52,-91.61,17.42,6.23,12.36,14.16,এ,6
-39.84,-15.25,-26.62,-32.56,-27.4,-90.47,15.55,4.05,9.61,11.77,এ,6
-44.85,-13.52,-24.13,-28.54,-22.22,-95.03,15.74,4.97,11.8,13.97,এ,6
-43.04,-15.43,-26.63,-31.7,-25.53,-92.65,15.27,4.31,10.64,12.66,এ,6
-44.65,-13.87,-25.0,-29.92,-24.39,-95.25,16.05,5.51,12.18,14.32,এ,6
-45.64,-13.03,-23.43,-28.1,-22.4,-95.25,16.03,5.33,12.11,14.52,এ,6
-43.7,-14.05,-24.96,-30.85,-25.5,-97.59,17.75,7.56,13.99,15.72,এ,6
-44.38,-14.37,-25.41,-30.66,-25.28,-96.04,17.03,6.48,12.64,14.81,এ,6
-45.11,-13.62,-24.74,-30.73,-25.56,-97.13,17.28,6.82,12.83,14.86,এ,6
-44.99,-14.05,-25.15,-30.98,-25.9,-96.26,17.79,7.16,12.67,15.3,এ,6
-44.82,-14.37,-26.17,-32.35,-27.24,-96.81,17.41,6.77,12.03,14.59,এ,6
-46.42,-12.37,-23.62,-29.73,-24.75,-99.79,18.1,7.53,12.82,15.07,এ,6
-47.51,-12.73,-24.25,-29.94,-24.69,-97.29,16.71,5.71,10.82,12.93,এ,6
-45.79,-14.06,-25.99,-31.98,-26.75,-96.96,17.72,7.3,12.01,14.25,এ,6
-45.81,-14.21,-26.53,-32.87,-27.77,-95.89,16.95,6.63,11.04,13.11,এ,6
-44.73,-15.34,-28.1,-34.01,-28.82,-95.07,17.53,6.94,11.2,13.29,এ,6
-46.26,-14.18,-26.75,-32.72,-27.45,-96.29,17.8,7.02,11.28,13.46,এ,6
-46.83,-13.74,-25.82,-31.81,-26.48,-96.3,17.72,6.68,10.38,12.49,এ,6
-46.57,-14.09,-26.3,-33.19,-27.93,-95.78,17.22,6.99,9.89,11.93,এ,6
-61.46,-0.31,-5.31,-9.18,45.08,-124.45,19.45,4.95,0.93,-13.87,ঐ,7
-61.26,1.17,-3.86,-6.83,48.19,-129.33,21.36,6.78,1.21,-9.41,ঐ,7
-61.46,-0.86,-6.08,-8.25,48.36,-122.39,20.62,5.07,-1.51,-9.98,ঐ,7
-60.79,-0.31,-5.62,-8.03,47.78,-125.97,21.6,6.33,0.18,-7.61,ঐ,7
-60.56,-0.54,-6.03,-8.64,45.6,-124.97,21.69,6.3,0.05,-7.23,ঐ,7
-59.68,-1.41,-7.17,-9.76,43.56,-124.25,22.03,6.79,0.6,-2.84,ঐ,7
-59.19,-1.71,-8.04,-11.34,40.17,-124.88,22.33,7.37,1.8,-3.23,ঐ,7
-61.4,-0.11,-5.6,-8.2,43.78,-126.7,21.56,6.55,0.7,-4.43,ঐ,7
-60.88,0.91,-4.5,-6.47,45.98,-131.59,22.92,8.45,2.98,0.37,ঐ,7
-61.2,1.9,-3.33,-5.33,47.3,-133.41,23.03,8.69,3.21,-2.53,ঐ,7
-57.53,0.5,-5.65,-8.19,43.49,-134.19,26.18,11.96,6.74,4.23,ঐ,7
-63.46,3.49,-1.44,-3.41,48.29,-138.13,21.73,7.2,1.39,-2.82,ঐ,7
-66.73,4.05,0.44,-0.22,51.29,-136.57,20.3,5.38,-1.33,-4.58,ঐ,7
-65.18,2.49,-3.13,-6.15,42.0,-135.09,19.73,4.64,-1.75,-6.3,ঐ,7
-62.49,1.71,-4.05,-6.65,43.84,-134.96,21.37,6.81,0.84,-4.13,ঐ,7
-62.88,2.97,-2.25,-4.13,45.83,-138.06,21.82,7.57,1.53,-2.24,ঐ,7
-67.04,3.3,-0.92,-2.37,46.76,-133.98,19.45,4.6,-1.99,-7.39,ঐ,7
-66.29,2.76,-1.2,-2.35,46.07,-132.41,20.17,5.32,-1.58,-4.42,ঐ,7
-65.39,3.31,-0.77,-1.67,47.52,-134.73,21.96,7.64,1.07,0.08,ঐ,7
-69.38,7.25,4.1,3.17,51.61,-150.13,18.74,4.25,-2.07,-5.82,ঐ,7
-64.82,4.69,0.56,-0.84,46.87,-141.74,21.47,7.23,0.87,-0.04,ঐ,7
-63.96,5.39,1.2,-0.03,47.48,-144.7,22.42,8.43,2.4,2.92,ঐ,7
-63.49,6.01,1.35,-0.87,44.64,-147.91,22.1,8.08,1.67,0.51,ঐ,7
-64.67,4.66,0.25,-1.57,44.33,-142.3,21.59,7.25,0.93,0.0,ঐ,7
-63.37,4.66,-0.48,-3.11,41.69,-145.2,21.57,7.61,1.61,-0.58,ঐ,7
-63.35,3.82,-0.61,-2.08,42.77,-140.46,22.89,8.67,2.63,2.42,ঐ,7
-64.0,5.45,0.92,-0.71,44.3,-146.18,22.35,8.32,2.27,1.54,ঐ,7
-63.11,0.56,-4.59,-6.32,38.93,-129.92,22.09,7.37,1.03,0.16,ঐ,7
-65.55,4.3,-0.18,-1.75,43.41,-140.78,20.86,6.37,-0.04,-0.75,ঐ,7
-63.06,2.81,-2.34,-4.65,39.32,-137.47,21.99,7.55,1.82,0.0,ঐ,7
-59.93,-0.55,-6.72,-9.65,34.48,-130.07,23.07,8.73,3.05,1.04,ঐ,7
-59.01,-0.88,-7.15,-9.96,33.86,-129.74,23.84,9.81,4.39,2.85,ঐ,7
-58.07,-1.93,-7.99,-10.34,33.81,-126.65,24.66,10.42,5.29,4.83,ঐ,7
-58.17,-1.25,-7.52,-10.13,33.25,-128.42,24.71,10.42,5.49,4.5,ঐ,7
-58.48,-0.55,-6.95,-9.8,33.22,-130.66,24.4,10.28,5.16,4.16,ঐ,7
-58.58,-1.35,-7.46,-9.9,33.8,-128.11,24.33,9.9,4.78,4.36,ঐ,7
-58.27,-1.09,-7.38,-10.08,33.13,-128.86,24.5,10.46,5.63,4.03,ঐ,7
-57.49,-1.86,-8.33,-10.98,32.33,-127.59,24.96,10.6,5.94,5.02,ঐ,7
-58.32,-0.91,-7.67,-10.62,32.9,-130.26,24.17,9.84,5.03,3.66,ঐ,7
-57.89,-1.1,-7.75,-10.61,33.22,-129.41,24.38,10.1,5.49,4.38,ঐ,7
-56.79,-1.78,-8.27,-11.12,31.48,-128.64,25.32,11.32,6.84,6.53,ঐ,7
-57.81,-1.36,-7.67,-10.18,32.7,-128.23,24.84,10.77,6.26,6.18,ঐ,7
-56.93,-2.04,-8.77,-11.45,30.93,-127.97,25.41,11.39,6.9,6.52,ঐ,7
-57.03,-1.3,-7.63,-9.74,32.94,-129.16,25.7,11.8,7.36,7.52,ঐ,7
-57.1,-0.96,-7.89,-10.8,30.97,-130.61,25.04,11.04,6.78,5.64,ঐ,7
-56.67,-1.57,-8.42,-11.21,30.86,-128.93,25.41,11.77,7.43,6.74,ঐ,7
-56.1,-1.99,-9.05,-11.97,29.95,-128.67,25.7,11.9,7.5,6.6,ঐ,7
-56.02,-2.31,-9.51,-12.35,29.41,-127.07,25.66,11.84,7.56,6.2,ঐ,7
-55.52,-2.83,-9.78,-12.38,29.54,-125.41,26.2,12.44,8.38,7.81,ঐ,7
-55.3,-2.75,-9.82,-12.67,29.06,-126.31,26.09,12.42,8.08,7.2,ঐ,7
-55.45,-2.79,-9.76,-12.45,29.15,-126.48,25.9,12.24,8.05,7.11,ঐ,7
-55.36,-2.79,-9.67,-12.23,29.66,-125.49,26.12,12.53,8.38,8.16,ঐ,7
-55.25,-2.7,-9.8,-12.31,29.48,-126.62,26.2,12.81,8.81,8.19,ঐ,7
-55.38,-2.48,-9.35,-11.77,30.24,-126.76,26.32,12.52,8.59,7.47,ঐ,7
-55.26,-2.18,-9.27,-11.9,30.77,-129.16,26.79,13.11,8.76,7.71,ঐ,7
-54.6,-3.16,-10.88,-13.93,27.54,-127.22,26.64,13.21,9.12,7.57,ঐ,7
-54.8,-2.67,-10.32,-13.43,28.37,-127.99,26.57,13.08,9.08,7.32,ঐ,7
-54.69,-3.17,-10.68,-13.34,28.6,-126.53,26.7,13.01,9.06,8.23,ঐ,7
-54.8,-3.09,-10.46,-13.12,28.89,-126.63,26.44,12.88,8.72,8.13,ঐ,7
-54.2,-3.21,-10.74,-13.57,28.61,-126.56,26.85,13.34,9.29,8.42,ঐ,7
-54.09,-3.52,-11.01,-13.8,27.89,-125.63,27.11,13.61,9.66,9.13,ঐ,7
-54.73,-3.18,-10.72,-13.43,28.45,-126.87,26.39,12.74,8.63,7.66,ঐ,7
-54.22,-3.39,-11.04,-13.98,28.08,-125.63,26.65,13.23,9.14,7.61,ঐ,7
-58.53,-0.74,-7.16,-9.28,33.41,-129.07,24.83,10.87,6.37,6.24,ঐ,7
-56.33,-2.83,-10.08,-12.68,29.03,-125.45,25.81,11.96,7.19,6.92,ঐ,7
-55.11,-3.24,-10.49,-13.25,28.88,-126.61,26.28,12.61,8.01,7.35,ঐ,7
-64.44,3.76,-1.13,-2.95,42.25,-143.59,24.89,11.41,5.24,3.39,ঐ,7
-62.28,-0.35,-6.63,-8.77,34.78,-136.18,26.34,13.09,7.1,6.23,ঐ,7
-59.26,-1.81,-8.11,-9.81,33.47,-133.75,29.04,16.24,10.65,11.26,ঐ,7
-61.61,-0.31,-6.89,-9.1,33.43,-137.17,26.92,13.8,7.96,6.81,ঐ,7
-62.39,-0.94,-6.84,-8.01,35.66,-134.57,26.51,13.26,7.11,7.86,ঐ,7
-62.02,-0.34,-6.3,-7.44,35.55,-135.94,27.52,14.7,8.64,9.95,ঐ,7
-66.05,4.17,-0.84,-1.48,41.42,-148.52,26.14,13.44,7.22,9.31,ঐ,7
-65.72,4.67,-0.56,-1.08,43.39,-150.92,25.75,12.91,6.32,9.22,ঐ,7
-67.65,4.05,-1.38,-2.04,43.23,-149.83,24.15,10.78,3.1,4.55,ঐ,7
-71.96,4.72,-0.09,-0.15,46.34,-149.49,21.78,7.93,0.0,-0.93,ঐ,7
-69.78,2.82,-1.71,-1.54,44.91,-142.29,21.88,8.11,0.26,0.23,ঐ,7
-69.74,4.25,-0.05,0.14,46.6,-145.31,22.71,9.19,1.39,2.08,ঐ,7
-69.46,3.86,-0.73,-0.64,44.96,-145.04,22.68,9.19,1.77,2.58,ঐ,7
-68.09,3.61,-1.23,-1.77,42.62,-145.16,23.52,9.99,2.63,2.66,ঐ,7
-67.99,3.08,-1.84,-1.72,43.16,-142.82,24.01,10.6,3.45,5.24,ঐ,7
-65.81,5.05,0.21,-0.12,43.75,-150.35,25.07,12.1,5.29,6.33,ঐ,7
-64.55,3.77,-1.58,-2.11,41.19,-147.56,25.95,13.08,6.65,6.99,ঐ,7
-63.45,2.73,-2.8,-3.24,40.29,-144.49,26.41,13.63,7.24,7.85,ঐ,7
-64.41,2.56,-2.64,-2.92,40.29,-142.5,26.11,13.37,6.8,7.86,ঐ,7
-65.7,3.99,-0.99,-1.39,42.21,-147.46,25.31,12.46,5.63,6.6,ঐ,7
-65.86,3.38,-1.84,-2.53,39.34,-145.33,24.98,11.83,4.85,5.51,ঐ,7
-65.75,3.72,-0.86,-0.88,41.89,-145.66,25.75,12.81,5.9,8.41,ঐ,7
-65.53,2.68,-2.7,-3.56,38.67,-143.24,25.48,12.4,5.4,5.6,ঐ,7
-63.62,2.48,-3.43,-4.47,49.73,-142.54,23.01,10.47,4.53,-8.84,ঐ,7
-64.06,1.83,-2.9,-3.22,51.65,-137.18,23.96,11.46,5.67,-5.22,ঐ,7
-64.33,2.19,-3.09,-3.36,50.67,-139.26,23.44,10.51,4.72,-5.8,ঐ,7
-65.21,1.27,-3.7,-3.84,50.55,-137.56,23.74,11.04,5.58,-4.21,ঐ,7
-64.73,2.01,-2.9,-2.66,52.47,-142.05,24.58,12.09,6.69,-2.48,ঐ,7
-64.56,0.3,-5.24,-5.62,46.79,-137.19,24.44,11.73,6.25,-0.55,ঐ,7
-64.6,1.37,-4.39,-5.29,45.72,-140.91,24.19,11.43,6.2,-1.2,ঐ,7
-65.55,0.17,-5.44,-6.07,45.31,-136.36,23.37,10.29,4.62,-2.87,ঐ,7
-65.47,0.36,-5.7,-6.58,44.32,-137.14,23.27,10.52,5.22,-2.09,ঐ,7
-64.19,-0.4,-6.05,-6.42,45.22,-134.87,24.47,11.77,6.39,0.33,ঐ,7
-67.1,0.92,-4.87,-5.69,44.84,-136.58,22.53,9.31,3.66,-5.5,ঐ,7
-67.85,0.33,-5.2,-5.27,46.94,-133.6,22.07,8.62,2.69,-5.21,ঐ,7
-67.9,1.28,-4.17,-4.72,46.38,-137.35,21.78,8.44,2.78,-5.73,ঐ,7
