p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-57.44,1.89,-5.94,-13.1,7.89,-51.8,18.71,5.99,1.65,3.15,ও
-56.05,0.83,-7.01,-14.13,6.64,-52.71,19.17,6.55,2.16,3.64,ও
-55.21,0.36,-7.87,-14.97,6.05,-51.37,18.5,5.69,1.04,2.56,ও
-55.01,0.09,-8.13,-15.57,5.45,-52.88,19.1,6.56,1.99,3.62,ও
-54.57,-0.08,-8.4,-15.56,5.47,-51.98,18.84,6.05,1.53,3.14,ও
-54.92,0.06,-8.27,-15.69,5.09,-52.88,18.77,6.08,1.7,3.14,ও
-54.34,-0.26,-8.36,-15.68,5.34,-52.6,19.08,6.42,1.94,3.4,ও
-54.47,-0.18,-8.37,-15.61,5.49,-52.38,18.97,6.18,1.38,2.83,ও
-54.06,-0.42,-8.67,-16.06,5.06,-51.69,18.64,5.79,1.1,2.77,ও
-53.89,-0.54,-8.81,-16.23,4.69,-52.19,18.76,6.04,1.52,3.01,ও
-54.72,0.06,-8.05,-15.32,5.71,-52.23,18.85,6.08,1.55,3.1,ও
-54.01,-0.33,-8.57,-15.74,5.05,-51.48,18.61,5.95,1.18,2.78,ও
-54.3,-0.41,-8.77,-16.22,5.12,-52.85,19.08,6.26,1.62,3.06,ও
-63.46,5.85,-0.8,-6.88,13.97,-54.67,19.94,7.66,3.98,5.41,ও
-61.42,4.46,-2.83,-9.47,11.34,-53.93,19.42,6.93,2.64,3.91,ও
-56.17,1.12,-5.26,-7.7,4.07,-77.06,24.67,13.38,17.9,12.92,ও
-55.04,-2.59,-10.73,-13.73,-1.88,-65.94,23.94,13.03,20.96,15.22,ও
-55.24,-1.69,-8.89,-11.43,0.81,-66.97,25.03,13.88,21.49,15.5,ও
-52.65,-3.99,-12.3,-15.28,-2.87,-62.79,23.77,12.4,19.76,14.09,ও
-53.23,-3.53,-11.9,-15.08,-3.01,-63.97,24.3,12.85,20.1,14.59,ও
-52.67,-3.75,-12.11,-15.58,-3.41,-63.68,24.83,13.6,20.94,15.5,ও
-51.87,-4.52,-13.18,-16.95,-4.4,-62.88,24.76,13.23,20.14,14.88,ও
-54.57,-2.52,-11.51,-15.76,-3.99,-64.84,25.03,13.57,20.28,15.46,ও
-49.08,-6.86,-15.69,-19.12,-6.48,-58.05,23.65,11.23,17.04,12.58,ও
-52.76,-3.99,-12.47,-16.09,-3.81,-62.5,25.05,13.4,19.84,15.01,ও
-52.09,-4.06,-13.04,-17.21,-5.41,-64.37,25.51,14.26,20.99,16.3,ও
-48.51,-6.81,-16.32,-20.64,-8.63,-63.99,26.01,14.8,21.65,16.98,ও
-49.89,-6.0,-15.35,-19.66,-7.25,-61.01,24.21,12.53,19.0,14.4,ও
-47.61,-7.31,-16.77,-21.0,-8.83,-60.38,24.72,13.02,19.53,15.21,ও
-47.44,-7.59,-17.4,-22.42,-10.19,-62.5,25.33,13.87,20.26,15.86,ও
-47.19,-7.8,-17.6,-22.5,-10.08,-61.78,24.9,13.24,19.08,14.9,ও
